rollout_id,state_id,case_id,sample_id,alpha_helpfulness,alpha_harmlessness,weight,candidate_next_token_id,all_weights_same_next_token,helpfulness_raw,harmlessness_raw,normalized_helpfulness,normalized_harmlessness,mip,pcs
f60_a1_p02_s02_w0.00,f60_a1_p02_s02,f60_a1_p02,pku_round0_00115,0.75,0.25,0.0,363,True,2.90625,-5.8515625,0.5671844953870753,0.6017273822917005,0.5758202171132316,0.8808269191966441
f60_a1_p02_s02_w0.25,f60_a1_p02_s02,f60_a1_p02,pku_round0_00115,0.75,0.25,0.25,363,True,2.90625,-5.8515625,0.5671844953870753,0.6017273822917005,0.5758202171132316,0.8808269191966441
f60_a1_p02_s02_w0.50,f60_a1_p02_s02,f60_a1_p02,pku_round0_00115,0.75,0.25,0.5,363,True,2.90625,-5.8515625,0.5671844953870753,0.6017273822917005,0.5758202171132316,0.8808269191966441
f60_a1_p02_s02_w0.75,f60_a1_p02_s02,f60_a1_p02,pku_round0_00115,0.75,0.25,0.75,363,True,2.90625,-5.8515625,0.5671844953870753,0.6017273822917005,0.5758202171132316,0.8808269191966441
f60_a1_p02_s02_w1.00,f60_a1_p02_s02,f60_a1_p02,pku_round0_00115,0.75,0.25,1.0,363,True,2.90625,-5.8515625,0.5671844953870753,0.6017273822917005,0.5758202171132316,0.8808269191966441
f60_a1_p02_s03_w0.00,f60_a1_p02_s03,f60_a1_p02,pku_round0_00115,0.75,0.25,0.0,367,True,0.90576171875,-2.671875,0.498027758572262,0.6527169814157319,0.5367000642831294,0.8268729461845054
f60_a1_p02_s03_w0.25,f60_a1_p02_s03,f60_a1_p02,pku_round0_00115,0.75,0.25,0.25,367,True,0.90576171875,-2.671875,0.498027758572262,0.6527169814157319,0.5367000642831294,0.8268729461845054
f60_a1_p02_s03_w0.50,f60_a1_p02_s03,f60_a1_p02,pku_round0_00115,0.75,0.25,0.5,367,True,0.90576171875,-2.671875,0.498027758572262,0.6527169814157319,0.5367000642831294,0.8268729461845054
f60_a1_p02_s03_w0.75,f60_a1_p02_s03,f60_a1_p02,pku_round0_00115,0.75,0.25,0.75,367,True,0.90576171875,-2.671875,0.498027758572262,0.6527169814157319,0.5367000642831294,0.8268729461845054
f60_a1_p02_s03_w1.00,f60_a1_p02_s03,f60_a1_p02,pku_round0_00115,0.75,0.25,1.0,367,True,0.90576171875,-2.671875,0.498027758572262,0.6527169814157319,0.5367000642831294,0.8268729461845054
f60_a1_p02_s04_w0.00,f60_a1_p02_s04,f60_a1_p02,pku_round0_00115,0.75,0.25,0.0,881,True,2.447265625,-2.244140625,0.5513174383682995,0.6595761473912618,0.5783821156240401,0.8510500319607245
f60_a1_p02_s04_w0.25,f60_a1_p02_s04,f60_a1_p02,pku_round0_00115,0.75,0.25,0.25,881,True,2.447265625,-2.244140625,0.5513174383682995,0.6595761473912618,0.5783821156240401,0.8510500319607245
f60_a1_p02_s04_w0.50,f60_a1_p02_s04,f60_a1_p02,pku_round0_00115,0.75,0.25,0.5,881,True,2.447265625,-2.244140625,0.5513174383682995,0.6595761473912618,0.5783821156240401,0.8510500319607245
f60_a1_p02_s04_w0.75,f60_a1_p02_s04,f60_a1_p02,pku_round0_00115,0.75,0.25,0.75,881,True,2.447265625,-2.244140625,0.5513174383682995,0.6595761473912618,0.5783821156240401,0.8510500319607245
f60_a1_p02_s04_w1.00,f60_a1_p02_s04,f60_a1_p02,pku_round0_00115,0.75,0.25,1.0,881,True,2.447265625,-2.244140625,0.5513174383682995,0.6595761473912618,0.5783821156240401,0.8510500319607245
f60_a2_p02_s00_w0.00,f60_a2_p02_s00,f60_a2_p02,pku_round0_00115,0.5,0.5,0.0,13,False,2.267578125,7.51171875,0.5451056543439277,0.8160215083399941,0.6805635813419608,0.9807617209778232
f60_a2_p02_s00_w0.25,f60_a2_p02_s00,f60_a2_p02,pku_round0_00115,0.5,0.5,0.25,306,False,3.6484375,0.3798828125,0.5928418641833936,0.7016550948256205,0.647248479504507,0.9964857125144765
f60_a2_p02_s00_w0.50,f60_a2_p02_s00,f60_a2_p02,pku_round0_00115,0.5,0.5,0.5,306,False,3.6484375,0.3798828125,0.5928418641833936,0.7016550948256205,0.647248479504507,0.9964857125144765
f60_a2_p02_s00_w0.75,f60_a2_p02_s00,f60_a2_p02,pku_round0_00115,0.5,0.5,0.75,306,False,3.6484375,0.3798828125,0.5928418641833936,0.7016550948256205,0.647248479504507,0.9964857125144765
f60_a2_p02_s00_w1.00,f60_a2_p02_s00,f60_a2_p02,pku_round0_00115,0.5,0.5,1.0,306,False,3.6484375,0.3798828125,0.5928418641833936,0.7016550948256205,0.647248479504507,0.9964857125144765
f60_a2_p02_s01_w0.00,f60_a2_p02_s01,f60_a2_p02,pku_round0_00115,0.5,0.5,0.0,11302,True,-0.055755615234375,-0.9267578125,0.4647881731008146,0.6807017521880426,0.5727449626444286,0.9826954913106194
f60_a2_p02_s01_w0.25,f60_a2_p02_s01,f60_a2_p02,pku_round0_00115,0.5,0.5,0.25,11302,True,-0.055755615234375,-0.9267578125,0.4647881731008146,0.6807017521880426,0.5727449626444286,0.9826954913106194
f60_a2_p02_s01_w0.50,f60_a2_p02_s01,f60_a2_p02,pku_round0_00115,0.5,0.5,0.5,11302,True,-0.055755615234375,-0.9267578125,0.4647881731008146,0.6807017521880426,0.5727449626444286,0.9826954913106194
f60_a2_p02_s01_w0.75,f60_a2_p02_s01,f60_a2_p02,pku_round0_00115,0.5,0.5,0.75,11302,True,-0.055755615234375,-0.9267578125,0.4647881731008146,0.6807017521880426,0.5727449626444286,0.9826954913106194
f60_a2_p02_s01_w1.00,f60_a2_p02_s01,f60_a2_p02,pku_round0_00115,0.5,0.5,1.0,11302,True,-0.055755615234375,-0.9267578125,0.4647881731008146,0.6807017521880426,0.5727449626444286,0.9826954913106194
f60_a2_p02_s02_w0.00,f60_a2_p02_s02,f60_a2_p02,pku_round0_00115,0.5,0.5,0.0,11314,True,-3.037109375,-7.9453125,0.361722986841821,0.5681519214434441,0.46493745414263254,0.9762337105599396
f60_a2_p02_s02_w0.25,f60_a2_p02_s02,f60_a2_p02,pku_round0_00115,0.5,0.5,0.25,11314,True,-3.037109375,-7.9453125,0.361722986841821,0.5681519214434441,0.46493745414263254,0.9762337105599396
f60_a2_p02_s02_w0.50,f60_a2_p02_s02,f60_a2_p02,pku_round0_00115,0.5,0.5,0.5,11314,True,-3.037109375,-7.9453125,0.361722986841821,0.5681519214434441,0.46493745414263254,0.9762337105599396
f60_a2_p02_s02_w0.75,f60_a2_p02_s02,f60_a2_p02,pku_round0_00115,0.5,0.5,0.75,11314,True,-3.037109375,-7.9453125,0.361722986841821,0.5681519214434441,0.46493745414263254,0.9762337105599396
f60_a2_p02_s02_w1.00,f60_a2_p02_s02,f60_a2_p02,pku_round0_00115,0.5,0.5,1.0,11314,True,-3.037109375,-7.9453125,0.361722986841821,0.5681519214434441,0.46493745414263254,0.9762337105599396
f60_a2_p02_s03_w0.00,f60_a2_p02_s03,f60_a2_p02,pku_round0_00115,0.5,0.5,0.0,29915,True,5.30078125,-3.24609375,0.6499632694509864,0.6435087859965272,0.6467360277237568,0.9999875499591482
f60_a2_p02_s03_w0.25,f60_a2_p02_s03,f60_a2_p02,pku_round0_00115,0.5,0.5,0.25,29915,True,5.30078125,-3.24609375,0.6499632694509864,0.6435087859965272,0.6467360277237568,0.9999875499591482
f60_a2_p02_s03_w0.50,f60_a2_p02_s03,f60_a2_p02,pku_round0_00115,0.5,0.5,0.5,29915,True,5.30078125,-3.24609375,0.6499632694509864,0.6435087859965272,0.6467360277237568,0.9999875499591482
f60_a2_p02_s03_w0.75,f60_a2_p02_s03,f60_a2_p02,pku_round0_00115,0.5,0.5,0.75,29915,True,5.30078125,-3.24609375,0.6499632694509864,0.6435087859965272,0.6467360277237568,0.9999875499591482
f60_a2_p02_s03_w1.00,f60_a2_p02_s03,f60_a2_p02,pku_round0_00115,0.5,0.5,1.0,29915,True,5.30078125,-3.24609375,0.6499632694509864,0.6435087859965272,0.6467360277237568,0.9999875499591482
f60_a2_p02_s04_w0.00,f60_a2_p02_s04,f60_a2_p02,pku_round0_00115,0.5,0.5,0.0,29889,True,3.37890625,-3.65234375,0.5835241881468358,0.6369941443394028,0.6102591662431194,0.9990417552311279
f60_a2_p02_s04_w0.25,f60_a2_p02_s04,f60_a2_p02,pku_round0_00115,0.5,0.5,0.25,29889,True,3.37890625,-3.65234375,0.5835241881468358,0.6369941443394028,0.6102591662431194,0.9990417552311279
f60_a2_p02_s04_w0.50,f60_a2_p02_s04,f60_a2_p02,pku_round0_00115,0.5,0.5,0.5,29889,True,3.37890625,-3.65234375,0.5835241881468358,0.6369941443394028,0.6102591662431194,0.9990417552311279
f60_a2_p02_s04_w0.75,f60_a2_p02_s04,f60_a2_p02,pku_round0_00115,0.5,0.5,0.75,29889,True,3.37890625,-3.65234375,0.5835241881468358,0.6369941443394028,0.6102591662431194,0.9990417552311279
f60_a2_p02_s04_w1.00,f60_a2_p02_s04,f60_a2_p02,pku_round0_00115,0.5,0.5,1.0,29889,True,3.37890625,-3.65234375,0.5835241881468358,0.6369941443394028,0.6102591662431194,0.9990417552311279
f60_a3_p02_s00_w0.00,f60_a3_p02_s00,f60_a3_p02,pku_round0_00115,0.25,0.75,0.0,13,False,2.267578125,7.51171875,0.5451056543439277,0.8160215083399941,0.7482925448409774,0.9645199473138398
f60_a3_p02_s00_w0.25,f60_a3_p02_s00,f60_a3_p02,pku_round0_00115,0.25,0.75,0.25,306,False,3.6484375,0.3798828125,0.5928418641833936,0.7016550948256205,0.6744517871650638,0.9287438279664781
f60_a3_p02_s00_w0.50,f60_a3_p02_s00,f60_a3_p02,pku_round0_00115,0.25,0.75,0.5,306,False,3.6484375,0.3798828125,0.5928418641833936,0.7016550948256205,0.6744517871650638,0.9287438279664781
f60_a3_p02_s00_w0.75,f60_a3_p02_s00,f60_a3_p02,pku_round0_00115,0.25,0.75,0.75,306,False,3.6484375,0.3798828125,0.5928418641833936,0.7016550948256205,0.6744517871650638,0.9287438279664781
f60_a3_p02_s00_w1.00,f60_a3_p02_s00,f60_a3_p02,pku_round0_00115,0.25,0.75,1.0,306,False,3.6484375,0.3798828125,0.5928418641833936,0.7016550948256205,0.6744517871650638,0.9287438279664781
f60_a3_p02_s01_w0.00,f60_a3_p02_s01,f60_a3_p02,pku_round0_00115,0.25,0.75,0.0,11302,True,-0.055755615234375,-0.9267578125,0.4647881731008146,0.6807017521880426,0.6267233574162356,0.961786240163928
f60_a3_p02_s01_w0.25,f60_a3_p02_s01,f60_a3_p02,pku_round0_00115,0.25,0.75,0.25,11302,True,-0.055755615234375,-0.9267578125,0.4647881731008146,0.6807017521880426,0.6267233574162356,0.961786240163928
f60_a3_p02_s01_w0.50,f60_a3_p02_s01,f60_a3_p02,pku_round0_00115,0.25,0.75,0.5,11302,True,-0.055755615234375,-0.9267578125,0.4647881731008146,0.6807017521880426,0.6267233574162356,0.961786240163928
f60_a3_p02_s01_w0.75,f60_a3_p02_s01,f60_a3_p02,pku_round0_00115,0.25,0.75,0.75,11302,True,-0.055755615234375,-0.9267578125,0.4647881731008146,0.6807017521880426,0.6267233574162356,0.961786240163928
f60_a3_p02_s01_w1.00,f60_a3_p02_s01,f60_a3_p02,pku_round0_00115,0.25,0.75,1.0,11302,True,-0.055755615234375,-0.9267578125,0.4647881731008146,0.6807017521880426,0.6267233574162356,0.961786240163928
f60_a3_p02_s02_w0.00,f60_a3_p02_s02,f60_a3_p02,pku_round0_00115,0.25,0.75,0.0,11314,True,-0.0234222412109375,-0.93603515625,0.46590593552843385,0.6805529803232765,0.6268912191245659,0.961451222837747
f60_a3_p02_s02_w0.25,f60_a3_p02_s02,f60_a3_p02,pku_round0_00115,0.25,0.75,0.25,11314,True,-0.0234222412109375,-0.93603515625,0.46590593552843385,0.6805529803232765,0.6268912191245659,0.961451222837747
f60_a3_p02_s02_w0.50,f60_a3_p02_s02,f60_a3_p02,pku_round0_00115,0.25,0.75,0.5,11314,True,-0.0234222412109375,-0.93603515625,0.46590593552843385,0.6805529803232765,0.6268912191245659,0.961451222837747
f60_a3_p02_s02_w0.75,f60_a3_p02_s02,f60_a3_p02,pku_round0_00115,0.25,0.75,0.75,11314,True,-0.0234222412109375,-0.93603515625,0.46590593552843385,0.6805529803232765,0.6268912191245659,0.961451222837747
f60_a3_p02_s02_w1.00,f60_a3_p02_s02,f60_a3_p02,pku_round0_00115,0.25,0.75,1.0,11314,True,-0.0234222412109375,-0.93603515625,0.46590593552843385,0.6805529803232765,0.6268912191245659,0.961451222837747
f60_a3_p02_s03_w0.00,f60_a3_p02_s03,f60_a3_p02,pku_round0_00115,0.25,0.75,0.0,29915,True,3.849609375,-4.25,0.5997963615150272,0.6274101042092102,0.6205066685356644,0.9042611903229834
f60_a3_p02_s03_w0.25,f60_a3_p02_s03,f60_a3_p02,pku_round0_00115,0.25,0.75,0.25,29915,True,3.849609375,-4.25,0.5997963615150272,0.6274101042092102,0.6205066685356644,0.9042611903229834
f60_a3_p02_s03_w0.50,f60_a3_p02_s03,f60_a3_p02,pku_round0_00115,0.25,0.75,0.5,29915,True,3.849609375,-4.25,0.5997963615150272,0.6274101042092102,0.6205066685356644,0.9042611903229834
f60_a3_p02_s03_w0.75,f60_a3_p02_s03,f60_a3_p02,pku_round0_00115,0.25,0.75,0.75,29915,True,3.849609375,-4.25,0.5997963615150272,0.6274101042092102,0.6205066685356644,0.9042611903229834
f60_a3_p02_s03_w1.00,f60_a3_p02_s03,f60_a3_p02,pku_round0_00115,0.25,0.75,1.0,29915,True,3.849609375,-4.25,0.5997963615150272,0.6274101042092102,0.6205066685356644,0.9042611903229834
f60_a3_p02_s04_w0.00,f60_a3_p02_s04,f60_a3_p02,pku_round0_00115,0.25,0.75,0.0,29915,True,3.677734375,0.036163330078125,0.5938546550569325,0.6961431951122647,0.6705710600984317,0.9269787457675768
f60_a3_p02_s04_w0.25,f60_a3_p02_s04,f60_a3_p02,pku_round0_00115,0.25,0.75,0.25,29915,True,3.677734375,0.036163330078125,0.5938546550569325,0.6961431951122647,0.6705710600984317,0.9269787457675768
f60_a3_p02_s04_w0.50,f60_a3_p02_s04,f60_a3_p02,pku_round0_00115,0.25,0.75,0.5,29915,True,3.677734375,0.036163330078125,0.5938546550569325,0.6961431951122647,0.6705710600984317,0.9269787457675768
f60_a3_p02_s04_w0.75,f60_a3_p02_s04,f60_a3_p02,pku_round0_00115,0.25,0.75,0.75,29915,True,3.677734375,0.036163330078125,0.5938546550569325,0.6961431951122647,0.6705710600984317,0.9269787457675768
f60_a3_p02_s04_w1.00,f60_a3_p02_s04,f60_a3_p02,pku_round0_00115,0.25,0.75,1.0,29915,True,3.677734375,0.036163330078125,0.5938546550569325,0.6961431951122647,0.6705710600984317,0.9269787457675768
f60_a4_p02_s00_w0.00,f60_a4_p02_s00,f60_a4_p02,pku_round0_00115,0.0,1.0,0.0,13,False,5.03125,10.125,0.6406455934144287,0.85792819361515,0.85792819361515,0.8012537118031904
f60_a4_p02_s00_w0.25,f60_a4_p02_s00,f60_a4_p02,pku_round0_00115,0.0,1.0,0.25,306,False,-0.400634765625,0.2431640625,0.4528657255363741,0.6994626673448575,0.6994626673448575,0.8394211150584157
f60_a4_p02_s00_w0.50,f60_a4_p02_s00,f60_a4_p02,pku_round0_00115,0.0,1.0,0.5,306,False,-0.400634765625,0.2431640625,0.4528657255363741,0.6994626673448575,0.6994626673448575,0.8394211150584157
f60_a4_p02_s00_w0.75,f60_a4_p02_s00,f60_a4_p02,pku_round0_00115,0.0,1.0,0.75,306,False,-0.400634765625,0.2431640625,0.4528657255363741,0.6994626673448575,0.6994626673448575,0.8394211150584157
f60_a4_p02_s00_w1.00,f60_a4_p02_s00,f60_a4_p02,pku_round0_00115,0.0,1.0,1.0,306,False,-0.400634765625,0.2431640625,0.4528657255363741,0.6994626673448575,0.6994626673448575,0.8394211150584157
f60_a4_p02_s01_w0.00,f60_a4_p02_s01,f60_a4_p02,pku_round0_00115,0.0,1.0,0.0,29885,True,-0.52099609375,1.25390625,0.4487048430309185,0.7156709705062126,0.7156709705062126,0.8472469800722805
f60_a4_p02_s01_w0.25,f60_a4_p02_s01,f60_a4_p02,pku_round0_00115,0.0,1.0,0.25,29885,True,-0.52099609375,1.25390625,0.4487048430309185,0.7156709705062126,0.7156709705062126,0.8472469800722805
f60_a4_p02_s01_w0.50,f60_a4_p02_s01,f60_a4_p02,pku_round0_00115,0.0,1.0,0.5,29885,True,-0.52099609375,1.25390625,0.4487048430309185,0.7156709705062126,0.7156709705062126,0.8472469800722805
f60_a4_p02_s01_w0.75,f60_a4_p02_s01,f60_a4_p02,pku_round0_00115,0.0,1.0,0.75,29885,True,-0.52099609375,1.25390625,0.4487048430309185,0.7156709705062126,0.7156709705062126,0.8472469800722805
f60_a4_p02_s01_w1.00,f60_a4_p02_s01,f60_a4_p02,pku_round0_00115,0.0,1.0,1.0,29885,True,-0.52099609375,1.25390625,0.4487048430309185,0.7156709705062126,0.7156709705062126,0.8472469800722805
f60_a4_p02_s02_w0.00,f60_a4_p02_s02,f60_a4_p02,pku_round0_00115,0.0,1.0,0.0,1438,True,-0.77001953125,0.9970703125,0.440096120605838,0.7115523388816365,0.7115523388816365,0.850472981567371
f60_a4_p02_s02_w0.25,f60_a4_p02_s02,f60_a4_p02,pku_round0_00115,0.0,1.0,0.25,1438,True,-0.77001953125,0.9970703125,0.440096120605838,0.7115523388816365,0.7115523388816365,0.850472981567371
f60_a4_p02_s02_w0.50,f60_a4_p02_s02,f60_a4_p02,pku_round0_00115,0.0,1.0,0.5,1438,True,-0.77001953125,0.9970703125,0.440096120605838,0.7115523388816365,0.7115523388816365,0.850472981567371
f60_a4_p02_s02_w0.75,f60_a4_p02_s02,f60_a4_p02,pku_round0_00115,0.0,1.0,0.75,1438,True,-0.77001953125,0.9970703125,0.440096120605838,0.7115523388816365,0.7115523388816365,0.850472981567371
f60_a4_p02_s02_w1.00,f60_a4_p02_s02,f60_a4_p02,pku_round0_00115,0.0,1.0,1.0,1438,True,-0.77001953125,0.9970703125,0.440096120605838,0.7115523388816365,0.7115523388816365,0.850472981567371
f60_a4_p02_s03_w0.00,f60_a4_p02_s03,f60_a4_p02,pku_round0_00115,0.0,1.0,0.0,451,True,-3.01171875,2.146484375,0.3626007389322214,0.729984389916337,0.729984389916337,0.8955977157291986
f60_a4_p02_s03_w0.25,f60_a4_p02_s03,f60_a4_p02,pku_round0_00115,0.0,1.0,0.25,451,True,-3.01171875,2.146484375,0.3626007389322214,0.729984389916337,0.729984389916337,0.8955977157291986
f60_a4_p02_s03_w0.50,f60_a4_p02_s03,f60_a4_p02,pku_round0_00115,0.0,1.0,0.5,451,True,-3.01171875,2.146484375,0.3626007389322214,0.729984389916337,0.729984389916337,0.8955977157291986
f60_a4_p02_s03_w0.75,f60_a4_p02_s03,f60_a4_p02,pku_round0_00115,0.0,1.0,0.75,451,True,-3.01171875,2.146484375,0.3626007389322214,0.729984389916337,0.729984389916337,0.8955977157291986
f60_a4_p02_s03_w1.00,f60_a4_p02_s03,f60_a4_p02,pku_round0_00115,0.0,1.0,1.0,451,True,-3.01171875,2.146484375,0.3626007389322214,0.729984389916337,0.729984389916337,0.8955977157291986
f60_a4_p02_s04_w0.00,f60_a4_p02_s04,f60_a4_p02,pku_round0_00115,0.0,1.0,0.0,23196,True,1.7724609375,1.7978515625,0.5279894885811206,0.7243936998403913,0.7243936998403913,0.8081212993947107
f60_a4_p02_s04_w0.25,f60_a4_p02_s04,f60_a4_p02,pku_round0_00115,0.0,1.0,0.25,23196,True,1.7724609375,1.7978515625,0.5279894885811206,0.7243936998403913,0.7243936998403913,0.8081212993947107
f60_a4_p02_s04_w0.50,f60_a4_p02_s04,f60_a4_p02,pku_round0_00115,0.0,1.0,0.5,23196,True,1.7724609375,1.7978515625,0.5279894885811206,0.7243936998403913,0.7243936998403913,0.8081212993947107
f60_a4_p02_s04_w0.75,f60_a4_p02_s04,f60_a4_p02,pku_round0_00115,0.0,1.0,0.75,23196,True,1.7724609375,1.7978515625,0.5279894885811206,0.7243936998403913,0.7243936998403913,0.8081212993947107
f60_a4_p02_s04_w1.00,f60_a4_p02_s04,f60_a4_p02,pku_round0_00115,0.0,1.0,1.0,23196,True,1.7724609375,1.7978515625,0.5279894885811206,0.7243936998403913,0.7243936998403913,0.8081212993947107
f60_a0_p03_s00_w0.00,f60_a0_p03_s00,f60_a0_p03,pku_round0_00123,1.0,0.0,0.0,13,False,0.6513671875,-9.28125,0.4892333578203661,0.5467287729171312,0.4892333578203661,0.6668364799638263
f60_a0_p03_s00_w0.25,f60_a0_p03_s00,f60_a0_p03,pku_round0_00123,1.0,0.0,0.25,306,False,-0.970703125,-8.6015625,0.4331585031220967,0.5576282695357816,0.4331585031220967,0.6134530703952745
f60_a0_p03_s00_w0.50,f60_a0_p03_s00,f60_a0_p03,pku_round0_00123,1.0,0.0,0.5,306,False,-0.970703125,-8.6015625,0.4331585031220967,0.5576282695357816,0.4331585031220967,0.6134530703952745
f60_a0_p03_s00_w0.75,f60_a0_p03_s00,f60_a0_p03,pku_round0_00123,1.0,0.0,0.75,306,False,-0.970703125,-8.6015625,0.4331585031220967,0.5576282695357816,0.4331585031220967,0.6134530703952745
f60_a0_p03_s00_w1.00,f60_a0_p03_s00,f60_a0_p03,pku_round0_00123,1.0,0.0,1.0,306,False,-0.970703125,-8.6015625,0.4331585031220967,0.5576282695357816,0.4331585031220967,0.6134530703952745
f60_a0_p03_s01_w0.00,f60_a0_p03_s01,f60_a0_p03,pku_round0_00123,1.0,0.0,0.0,2675,True,-3.708984375,-15.7578125,0.338496316141996,0.442870351114129,0.338496316141996,0.607258500425462
f60_a0_p03_s01_w0.25,f60_a0_p03_s01,f60_a0_p03,pku_round0_00123,1.0,0.0,0.25,2675,True,-3.708984375,-15.7578125,0.338496316141996,0.442870351114129,0.338496316141996,0.607258500425462
f60_a0_p03_s01_w0.50,f60_a0_p03_s01,f60_a0_p03,pku_round0_00123,1.0,0.0,0.5,2675,True,-3.708984375,-15.7578125,0.338496316141996,0.442870351114129,0.338496316141996,0.607258500425462
f60_a0_p03_s01_w0.75,f60_a0_p03_s01,f60_a0_p03,pku_round0_00123,1.0,0.0,0.75,2675,True,-3.708984375,-15.7578125,0.338496316141996,0.442870351114129,0.338496316141996,0.607258500425462
f60_a0_p03_s01_w1.00,f60_a0_p03_s01,f60_a0_p03,pku_round0_00123,1.0,0.0,1.0,2675,True,-3.708984375,-15.7578125,0.338496316141996,0.442870351114129,0.338496316141996,0.607258500425462
f60_a0_p03_s02_w0.00,f60_a0_p03_s02,f60_a0_p03,pku_round0_00123,1.0,0.0,0.0,2675,True,4.8203125,-9.6484375,0.6333534991249488,0.5408405391116534,0.6333534991249488,0.76046196823659
f60_a0_p03_s02_w0.25,f60_a0_p03_s02,f60_a0_p03,pku_round0_00123,1.0,0.0,0.25,2675,True,4.8203125,-9.6484375,0.6333534991249488,0.5408405391116534,0.6333534991249488,0.76046196823659
f60_a0_p03_s02_w0.50,f60_a0_p03_s02,f60_a0_p03,pku_round0_00123,1.0,0.0,0.5,2675,True,4.8203125,-9.6484375,0.6333534991249488,0.5408405391116534,0.6333534991249488,0.76046196823659
f60_a0_p03_s02_w0.75,f60_a0_p03_s02,f60_a0_p03,pku_round0_00123,1.0,0.0,0.75,2675,True,4.8203125,-9.6484375,0.6333534991249488,0.5408405391116534,0.6333534991249488,0.76046196823659
f60_a0_p03_s02_w1.00,f60_a0_p03_s02,f60_a0_p03,pku_round0_00123,1.0,0.0,1.0,2675,True,4.8203125,-9.6484375,0.6333534991249488,0.5408405391116534,0.6333534991249488,0.76046196823659
f60_a0_p03_s03_w0.00,f60_a0_p03_s03,f60_a0_p03,pku_round0_00123,1.0,0.0,0.0,29889,True,7.078125,-7.7265625,0.7114059157790118,0.5716598054126649,0.7114059157790118,0.7795119644150984
f60_a0_p03_s03_w0.25,f60_a0_p03_s03,f60_a0_p03,pku_round0_00123,1.0,0.0,0.25,29889,True,7.078125,-7.7265625,0.7114059157790118,0.5716598054126649,0.7114059157790118,0.7795119644150984
f60_a0_p03_s03_w0.50,f60_a0_p03_s03,f60_a0_p03,pku_round0_00123,1.0,0.0,0.5,29889,True,7.078125,-7.7265625,0.7114059157790118,0.5716598054126649,0.7114059157790118,0.7795119644150984
f60_a0_p03_s03_w0.75,f60_a0_p03_s03,f60_a0_p03,pku_round0_00123,1.0,0.0,0.75,29889,True,7.078125,-7.7265625,0.7114059157790118,0.5716598054126649,0.7114059157790118,0.7795119644150984
f60_a0_p03_s03_w1.00,f60_a0_p03_s03,f60_a0_p03,pku_round0_00123,1.0,0.0,1.0,29889,True,7.078125,-7.7265625,0.7114059157790118,0.5716598054126649,0.7114059157790118,0.7795119644150984
f60_a0_p03_s04_w0.00,f60_a0_p03_s04,f60_a0_p03,pku_round0_00123,1.0,0.0,0.0,590,True,8.890625,-12.1015625,0.774063911155284,0.5015021260282485,0.774063911155284,0.8392548933874426
f60_a0_p03_s04_w0.25,f60_a0_p03_s04,f60_a0_p03,pku_round0_00123,1.0,0.0,0.25,590,True,8.890625,-12.1015625,0.774063911155284,0.5015021260282485,0.774063911155284,0.8392548933874426
f60_a0_p03_s04_w0.50,f60_a0_p03_s04,f60_a0_p03,pku_round0_00123,1.0,0.0,0.5,590,True,8.890625,-12.1015625,0.774063911155284,0.5015021260282485,0.774063911155284,0.8392548933874426
f60_a0_p03_s04_w0.75,f60_a0_p03_s04,f60_a0_p03,pku_round0_00123,1.0,0.0,0.75,590,True,8.890625,-12.1015625,0.774063911155284,0.5015021260282485,0.774063911155284,0.8392548933874426
f60_a0_p03_s04_w1.00,f60_a0_p03_s04,f60_a0_p03,pku_round0_00123,1.0,0.0,1.0,590,True,8.890625,-12.1015625,0.774063911155284,0.5015021260282485,0.774063911155284,0.8392548933874426
f60_a1_p03_s00_w0.00,f60_a1_p03_s00,f60_a1_p03,pku_round0_00123,0.75,0.25,0.0,13,False,0.6513671875,-9.28125,0.4892333578203661,0.5467287729171312,0.5036072115945573,0.8682708500012835
f60_a1_p03_s00_w0.25,f60_a1_p03_s00,f60_a1_p03,pku_round0_00123,0.75,0.25,0.25,306,False,2.177734375,-7.3359375,0.5419997623317417,0.5779238839291307,0.550980792731089,0.8796293561757234
f60_a1_p03_s00_w0.50,f60_a1_p03_s00,f60_a1_p03,pku_round0_00123,0.75,0.25,0.5,306,False,2.177734375,-7.3359375,0.5419997623317417,0.5779238839291307,0.550980792731089,0.8796293561757234
f60_a1_p03_s00_w0.75,f60_a1_p03_s00,f60_a1_p03,pku_round0_00123,0.75,0.25,0.75,306,False,2.177734375,-7.3359375,0.5419997623317417,0.5779238839291307,0.550980792731089,0.8796293561757234
f60_a1_p03_s00_w1.00,f60_a1_p03_s00,f60_a1_p03,pku_round0_00123,0.75,0.25,1.0,306,False,2.177734375,-7.3359375,0.5419997623317417,0.5779238839291307,0.550980792731089,0.8796293561757234
f60_a1_p03_s01_w0.00,f60_a1_p03_s01,f60_a1_p03,pku_round0_00123,0.75,0.25,0.0,2675,True,4.59765625,-8.2578125,0.6256562884860533,0.5631406586302715,0.6100273810221079,0.9166783221633005
f60_a1_p03_s01_w0.25,f60_a1_p03_s01,f60_a1_p03,pku_round0_00123,0.75,0.25,0.25,2675,True,4.59765625,-8.2578125,0.6256562884860533,0.5631406586302715,0.6100273810221079,0.9166783221633005
f60_a1_p03_s01_w0.50,f60_a1_p03_s01,f60_a1_p03,pku_round0_00123,0.75,0.25,0.5,2675,True,4.59765625,-8.2578125,0.6256562884860533,0.5631406586302715,0.6100273810221079,0.9166783221633005
