state_id,case_id,sample_id,alpha_helpfulness,alpha_harmlessness,position_bin,oracle_weight,oracle_tied_weights,oracle_mip,fixed_w1_mip,oracle_gain,utility_spread,all_weights_same_next_token
f60_a2_p08_s01,f60_a2_p08,pku_round0_00209,0.5,0.5,01,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.15488148890120465,0.15488148890120465,0.0,0.0,True
f60_a2_p08_s02,f60_a2_p08,pku_round0_00209,0.5,0.5,02,0.0,"[0.0, 0.25]",0.6015254567878403,0.5596317065942065,0.04189375019363384,0.04189375019363384,False
f60_a2_p08_s03,f60_a2_p08,pku_round0_00209,0.5,0.5,03,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.604973344319693,0.604973344319693,0.0,0.0,True
f60_a2_p08_s04,f60_a2_p08,pku_round0_00209,0.5,0.5,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5917605237620633,0.5917605237620633,0.0,0.0,True
f60_a2_p09_s00,f60_a2_p09,pku_round0_00217,0.5,0.5,00,0.25,"[0.25, 0.5, 0.75, 1.0]",0.5777751283325891,0.5777751283325891,0.0,0.07224802713958955,False
f60_a2_p09_s01,f60_a2_p09,pku_round0_00217,0.5,0.5,01,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.7478308979896257,0.7478308979896257,0.0,0.0,True
f60_a2_p09_s02,f60_a2_p09,pku_round0_00217,0.5,0.5,02,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.7540565302217358,0.7540565302217358,0.0,0.0,True
f60_a2_p09_s03,f60_a2_p09,pku_round0_00217,0.5,0.5,03,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.8070553601398887,0.8070553601398887,0.0,0.0,True
f60_a2_p09_s04,f60_a2_p09,pku_round0_00217,0.5,0.5,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.8460031137020186,0.8460031137020186,0.0,0.0,True
f60_a3_p00_s00,f60_a3_p00,pku_round0_00058,0.25,0.75,00,0.0,"[0.0, 0.25]",0.6761125773228667,0.6749607583793846,0.0011518189434820414,0.0011518189434820414,False
f60_a3_p00_s01,f60_a3_p00,pku_round0_00058,0.25,0.75,01,0.0,[0.0],0.7173243910283359,0.701951697395813,0.015372693632522916,0.015372693632522916,False
f60_a3_p00_s02,f60_a3_p00,pku_round0_00058,0.25,0.75,02,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.6859520067335756,0.6859520067335756,0.0,0.0,True
f60_a3_p00_s03,f60_a3_p00,pku_round0_00058,0.25,0.75,03,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.6913456270670186,0.6913456270670186,0.0,0.0,True
f60_a3_p00_s04,f60_a3_p00,pku_round0_00058,0.25,0.75,04,0.0,"[0.0, 0.25]",0.7045580997720772,0.690823568177268,0.013734531594809196,0.013734531594809196,False
f60_a3_p01_s00,f60_a3_p01,pku_round0_00094,0.25,0.75,00,0.0,[0.0],0.7497367896994674,0.08343752583932387,0.6662992638601436,0.6662992638601436,False
f60_a3_p01_s01,f60_a3_p01,pku_round0_00094,0.25,0.75,01,0.75,"[0.75, 1.0]",0.6005907465692503,0.6005907465692503,0.0,0.015836357850409488,False
f60_a3_p01_s02,f60_a3_p01,pku_round0_00094,0.25,0.75,02,0.0,[0.0],0.7621451955082998,0.7570929576120328,0.0050522378962670755,0.0050522378962670755,False
f60_a3_p01_s03,f60_a3_p01,pku_round0_00094,0.25,0.75,03,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.7811206570545497,0.7811206570545497,0.0,0.0,True
f60_a3_p01_s04,f60_a3_p01,pku_round0_00094,0.25,0.75,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.7406427663712221,0.7406427663712221,0.0,0.0,True
f60_a3_p02_s00,f60_a3_p02,pku_round0_00115,0.25,0.75,00,0.0,[0.0],0.7482925448409774,0.6744517871650638,0.07384075767591358,0.07384075767591358,False
f60_a3_p02_s01,f60_a3_p02,pku_round0_00115,0.25,0.75,01,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.6267233574162356,0.6267233574162356,0.0,0.0,True
f60_a3_p02_s02,f60_a3_p02,pku_round0_00115,0.25,0.75,02,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.6268912191245659,0.6268912191245659,0.0,0.0,True
f60_a3_p02_s03,f60_a3_p02,pku_round0_00115,0.25,0.75,03,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.6205066685356644,0.6205066685356644,0.0,0.0,True
f60_a3_p02_s04,f60_a3_p02,pku_round0_00115,0.25,0.75,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.6705710600984317,0.6705710600984317,0.0,0.0,True
f60_a3_p03_s00,f60_a3_p03,pku_round0_00123,0.25,0.75,00,0.25,"[0.25, 0.5, 0.75, 1.0]",0.6104229105368992,0.6104229105368992,0.0,0.021649328405018875,False
f60_a3_p03_s01,f60_a3_p03,pku_round0_00123,0.25,0.75,01,0.0,"[0.0, 0.25, 0.5, 0.75]",0.5787695660942169,0.5514562147337377,0.027313351360479188,0.027313351360479188,False
f60_a3_p03_s02,f60_a3_p03,pku_round0_00123,0.25,0.75,02,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5527244969871433,0.5527244969871433,0.0,0.0,True
f60_a3_p03_s03,f60_a3_p03,pku_round0_00123,0.25,0.75,03,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.48610172345076796,0.48610172345076796,0.0,0.0,True
f60_a3_p03_s04,f60_a3_p03,pku_round0_00123,0.25,0.75,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5518367956661,0.5518367956661,0.0,0.0,True
f60_a3_p04_s00,f60_a3_p04,pku_round0_00126,0.25,0.75,00,0.0,[0.0],0.7999787635604795,0.5813568002373677,0.2186219633231118,0.2186219633231118,False
f60_a3_p04_s01,f60_a3_p04,pku_round0_00126,0.25,0.75,01,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5616879541520502,0.5616879541520502,0.0,0.0,True
f60_a3_p04_s02,f60_a3_p04,pku_round0_00126,0.25,0.75,02,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5929462950294759,0.5929462950294759,0.0,0.0,True
f60_a3_p04_s03,f60_a3_p04,pku_round0_00126,0.25,0.75,03,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5342012365298245,0.5342012365298245,0.0,0.0,True
f60_a3_p04_s04,f60_a3_p04,pku_round0_00126,0.25,0.75,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5740423446041174,0.5740423446041174,0.0,0.0,True
f60_a3_p05_s00,f60_a3_p05,pku_round0_00146,0.25,0.75,00,0.25,"[0.25, 0.5, 0.75, 1.0]",0.5853421521778646,0.5853421521778646,0.0,0.04672791972490409,False
f60_a3_p05_s01,f60_a3_p05,pku_round0_00146,0.25,0.75,01,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5636570730974353,0.5636570730974353,0.0,0.0,True
f60_a3_p05_s02,f60_a3_p05,pku_round0_00146,0.25,0.75,02,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.6029843335820468,0.6029843335820468,0.0,0.0,True
f60_a3_p05_s03,f60_a3_p05,pku_round0_00146,0.25,0.75,03,0.5,"[0.5, 0.75, 1.0]",0.6258659803787413,0.6258659803787413,0.0,0.17716136218463407,False
f60_a3_p05_s04,f60_a3_p05,pku_round0_00146,0.25,0.75,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.428113611152065,0.428113611152065,0.0,0.0,True
f60_a3_p06_s00,f60_a3_p06,pku_round0_00198,0.25,0.75,00,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.7544584906134074,0.7544584906134074,0.0,0.0,True
f60_a3_p06_s01,f60_a3_p06,pku_round0_00198,0.25,0.75,01,1.0,[1.0],0.7822806897406189,0.7822806897406189,0.0,0.019471244364828277,False
f60_a3_p06_s02,f60_a3_p06,pku_round0_00198,0.25,0.75,02,0.5,"[0.5, 0.75, 1.0]",0.8061665385884956,0.8061665385884956,0.0,0.01830271996052013,False
f60_a3_p06_s03,f60_a3_p06,pku_round0_00198,0.25,0.75,03,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.8098729857464118,0.8098729857464118,0.0,0.0,True
f60_a3_p06_s04,f60_a3_p06,pku_round0_00198,0.25,0.75,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.7974845671119503,0.7974845671119503,0.0,0.0,True
f60_a3_p07_s00,f60_a3_p07,pku_round0_00203,0.25,0.75,00,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.49949136460329996,0.49949136460329996,0.0,0.0,True
f60_a3_p07_s01,f60_a3_p07,pku_round0_00203,0.25,0.75,01,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5409071934214333,0.5409071934214333,0.0,0.0,True
f60_a3_p07_s02,f60_a3_p07,pku_round0_00203,0.25,0.75,02,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5040923835141835,0.5040923835141835,0.0,0.0,True
f60_a3_p07_s03,f60_a3_p07,pku_round0_00203,0.25,0.75,03,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.4967097437227778,0.4967097437227778,0.0,0.0,True
f60_a3_p07_s04,f60_a3_p07,pku_round0_00203,0.25,0.75,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5052527042270032,0.5052527042270032,0.0,0.0,True
f60_a3_p08_s00,f60_a3_p08,pku_round0_00209,0.25,0.75,00,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.6150946171336074,0.6150946171336074,0.0,0.0,True
f60_a3_p08_s01,f60_a3_p08,pku_round0_00209,0.25,0.75,01,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5023186894924592,0.5023186894924592,0.0,0.0,True
f60_a3_p08_s02,f60_a3_p08,pku_round0_00209,0.25,0.75,02,0.0,"[0.0, 0.25, 0.5]",0.6683549483994944,0.5912748377734771,0.07708011062601727,0.07708011062601727,False
f60_a3_p08_s03,f60_a3_p08,pku_round0_00209,0.25,0.75,03,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.6229659629514774,0.6229659629514774,0.0,0.0,True
f60_a3_p08_s04,f60_a3_p08,pku_round0_00209,0.25,0.75,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.6149466300465734,0.6149466300465734,0.0,0.0,True
f60_a3_p09_s00,f60_a3_p09,pku_round0_00217,0.25,0.75,00,0.25,"[0.25, 0.5, 0.75, 1.0]",0.7535569085177244,0.7535569085177244,0.0,0.14186165892773672,False
f60_a3_p09_s01,f60_a3_p09,pku_round0_00217,0.25,0.75,01,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.8618871654274953,0.8618871654274953,0.0,0.0,True
f60_a3_p09_s02,f60_a3_p09,pku_round0_00217,0.25,0.75,02,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.8765258860138473,0.8765258860138473,0.0,0.0,True
f60_a3_p09_s03,f60_a3_p09,pku_round0_00217,0.25,0.75,03,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.8857364442674783,0.8857364442674783,0.0,0.0,True
f60_a3_p09_s04,f60_a3_p09,pku_round0_00217,0.25,0.75,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.917487914940816,0.917487914940816,0.0,0.0,True
f60_a4_p00_s00,f60_a4_p00,pku_round0_00058,0.0,1.0,00,0.0,"[0.0, 0.25]",0.7753049979829667,0.7405080418239994,0.034796956158967274,0.034796956158967274,False
f60_a4_p00_s01,f60_a4_p00,pku_round0_00058,0.0,1.0,01,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.754289014560224,0.754289014560224,0.0,0.0,True
f60_a4_p00_s02,f60_a4_p00,pku_round0_00058,0.0,1.0,02,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.7421367022382805,0.7421367022382805,0.0,0.0,True
f60_a4_p00_s03,f60_a4_p00,pku_round0_00058,0.0,1.0,03,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.7355594197959915,0.7355594197959915,0.0,0.0,True
f60_a4_p00_s04,f60_a4_p00,pku_round0_00058,0.0,1.0,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.7486826642879872,0.7486826642879872,0.0,0.0,True
f60_a4_p01_s00,f60_a4_p01,pku_round0_00094,0.0,1.0,00,0.0,[0.0],0.8798524684227802,0.11125003445243184,0.7686024339703483,0.7686024339703483,False
f60_a4_p01_s01,f60_a4_p01,pku_round0_00094,0.0,1.0,01,0.5,"[0.5, 0.75, 1.0]",0.6764108584042635,0.6764108584042635,0.0,0.03612807284371622,False
f60_a4_p01_s02,f60_a4_p01,pku_round0_00094,0.0,1.0,02,0.0,[0.0],0.8515388335283549,0.842017434183327,0.009521399345027937,0.009521399345027937,False
f60_a4_p01_s03,f60_a4_p01,pku_round0_00094,0.0,1.0,03,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.8322454716976404,0.8322454716976404,0.0,0.0,True
f60_a4_p01_s04,f60_a4_p01,pku_round0_00094,0.0,1.0,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.7828845329878903,0.7828845329878903,0.0,0.0,True
f60_a4_p02_s00,f60_a4_p02,pku_round0_00115,0.0,1.0,00,0.0,[0.0],0.85792819361515,0.6994626673448575,0.15846552627029253,0.15846552627029253,False
f60_a4_p02_s01,f60_a4_p02,pku_round0_00115,0.0,1.0,01,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.7156709705062126,0.7156709705062126,0.0,0.0,True
f60_a4_p02_s02,f60_a4_p02,pku_round0_00115,0.0,1.0,02,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.7115523388816365,0.7115523388816365,0.0,0.0,True
f60_a4_p02_s03,f60_a4_p02,pku_round0_00115,0.0,1.0,03,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.729984389916337,0.729984389916337,0.0,0.0,True
f60_a4_p02_s04,f60_a4_p02,pku_round0_00115,0.0,1.0,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.7243936998403913,0.7243936998403913,0.0,0.0,True
f60_a4_p03_s00,f60_a4_p03,pku_round0_00123,0.0,1.0,00,0.0,[0.0],0.6204569770559332,0.582434020460986,0.038022956594947144,0.038022956594947144,False
f60_a4_p03_s01,f60_a4_p03,pku_round0_00123,0.0,1.0,01,0.0,"[0.0, 0.25, 0.5, 0.75]",0.5631406586302715,0.5409658206819827,0.022174837948288784,0.022174837948288784,False
f60_a4_p03_s02,f60_a4_p03,pku_round0_00123,0.0,1.0,02,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5871320793483353,0.5871320793483353,0.0,0.0,True
f60_a4_p03_s03,f60_a4_p03,pku_round0_00123,0.0,1.0,03,0.0,"[0.0, 0.25, 0.5, 0.75]",0.5722235724791469,0.5554984828401833,0.016725089638963575,0.016725089638963575,False
f60_a4_p03_s04,f60_a4_p03,pku_round0_00123,0.0,1.0,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.4481321770679602,0.4481321770679602,0.0,0.0,True
f60_a4_p04_s00,f60_a4_p04,pku_round0_00126,0.0,1.0,00,0.0,[0.0],0.8763445844535593,0.6013515375807126,0.27499304687284676,0.27499304687284676,False
f60_a4_p04_s01,f60_a4_p04,pku_round0_00126,0.0,1.0,01,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5330730817512359,0.5330730817512359,0.0,0.0,True
f60_a4_p04_s02,f60_a4_p04,pku_round0_00126,0.0,1.0,02,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.6096201212224475,0.6096201212224475,0.0,0.0,True
f60_a4_p04_s03,f60_a4_p04,pku_round0_00126,0.0,1.0,03,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5190415458743526,0.5190415458743526,0.0,0.0,True
f60_a4_p04_s04,f60_a4_p04,pku_round0_00126,0.0,1.0,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5134038752095333,0.5134038752095333,0.0,0.0,True
f60_a4_p05_s00,f60_a4_p05,pku_round0_00146,0.0,1.0,00,0.25,"[0.25, 0.5, 0.75, 1.0]",0.7307987201234775,0.7307987201234775,0.0,0.3013334970345852,False
f60_a4_p05_s01,f60_a4_p05,pku_round0_00146,0.0,1.0,01,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.706501925577736,0.706501925577736,0.0,0.0,True
f60_a4_p05_s02,f60_a4_p05,pku_round0_00146,0.0,1.0,02,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.6918557269964244,0.6918557269964244,0.0,0.0,True
f60_a4_p05_s03,f60_a4_p05,pku_round0_00146,0.0,1.0,03,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.6819937183820637,0.6819937183820637,0.0,0.0,True
f60_a4_p05_s04,f60_a4_p05,pku_round0_00146,0.0,1.0,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.6573523995179165,0.6573523995179165,0.0,0.0,True
f60_a4_p06_s00,f60_a4_p06,pku_round0_00198,0.0,1.0,00,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.8792260605711336,0.8792260605711336,0.0,0.0,True
f60_a4_p06_s01,f60_a4_p06,pku_round0_00198,0.0,1.0,01,0.0,"[0.0, 0.25, 0.5, 0.75]",0.8616866407250294,0.8476551048481462,0.014031535876883217,0.014031535876883217,False
f60_a4_p06_s02,f60_a4_p06,pku_round0_00198,0.0,1.0,02,0.25,"[0.25, 0.5, 0.75, 1.0]",0.8802283131337681,0.8802283131337681,0.0,0.026434411339485542,False
f60_a4_p06_s03,f60_a4_p06,pku_round0_00198,0.0,1.0,03,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.8605591065920656,0.8605591065920656,0.0,0.0,True
f60_a4_p06_s04,f60_a4_p06,pku_round0_00198,0.0,1.0,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.7684145116148543,0.7684145116148543,0.0,0.0,True
f60_a4_p07_s00,f60_a4_p07,pku_round0_00203,0.0,1.0,00,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5556237644105126,0.5556237644105126,0.0,0.0,True
f60_a4_p07_s01,f60_a4_p07,pku_round0_00203,0.0,1.0,01,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.39814483050656346,0.39814483050656346,0.0,0.0,True
f60_a4_p07_s02,f60_a4_p07,pku_round0_00203,0.0,1.0,02,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5140302830611799,0.5140302830611799,0.0,0.0,True
f60_a4_p07_s03,f60_a4_p07,pku_round0_00203,0.0,1.0,03,0.0,[0.0],0.44825745863828953,0.43911190400424954,0.009145554634039987,0.009145554634039987,False
f60_a4_p07_s04,f60_a4_p07,pku_round0_00203,0.0,1.0,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5002493103249553,0.5002493103249553,0.0,0.0,True
f60_a4_p08_s00,f60_a4_p08,pku_round0_00209,0.0,1.0,00,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.6521532143492499,0.6521532143492499,0.0,0.0,True
f60_a4_p08_s01,f60_a4_p08,pku_round0_00209,0.0,1.0,01,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.555373201269854,0.555373201269854,0.0,0.0,True
f60_a4_p08_s02,f60_a4_p08,pku_round0_00209,0.0,1.0,02,0.0,"[0.0, 0.25, 0.5]",0.6608916038797197,0.6548467681113301,0.006044835768389545,0.006044835768389545,False
f60_a4_p08_s03,f60_a4_p08,pku_round0_00209,0.0,1.0,03,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.5837494769494438,0.5837494769494438,0.0,0.0,True
f60_a4_p08_s04,f60_a4_p08,pku_round0_00209,0.0,1.0,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.6520592531715029,0.6520592531715029,0.0,0.0,True
f60_a4_p09_s00,f60_a4_p09,pku_round0_00217,0.0,1.0,00,0.25,"[0.25, 0.5, 0.75, 1.0]",0.9285869992808837,0.9285869992808837,0.0,0.1254068518996444,False
f60_a4_p09_s01,f60_a4_p09,pku_round0_00217,0.0,1.0,01,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.9581534498786021,0.9581534498786021,0.0,0.0,True
f60_a4_p09_s02,f60_a4_p09,pku_round0_00217,0.0,1.0,02,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.9691782280675818,0.9691782280675818,0.0,0.0,True
f60_a4_p09_s03,f60_a4_p09,pku_round0_00217,0.0,1.0,03,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.9417415641654618,0.9417415641654618,0.0,0.0,True
f60_a4_p09_s04,f60_a4_p09,pku_round0_00217,0.0,1.0,04,0.0,"[0.0, 0.25, 0.5, 0.75, 1.0]",0.9671737229423127,0.9671737229423127,0.0,0.0,True
