row_type,sample_id,alpha_a,alpha_b,guide_alpha,entropy,top1_token_id,topk_token_ids,topk_probabilities,logprob_storage_key,kl_a_to_b,kl_b_to_a,js_divergence,mean_abs_logprob_diff,max_abs_logprob_diff,top1_changed,topk_overlap,internal_w2_max_abs_diff,internal_w2_mean_abs_diff,internal_w2_l2_diff
distribution,pku_round0_00126,"[1.0, 0.0]",,"[0.0, 1.0]",2.950308322906494,306,"[306, 739, 315, 1094, 5806, 4587, 18585, 6324, 1976, 530, 3869, 1670, 3824, 11511, 15043, 18637, 1394, 14985, 29871, 960]","[0.32091131806373596, 0.08981277793645859, 0.08503302931785583, 0.07049486041069031, 0.06418629735708237, 0.0557660236954689, 0.03923629969358444, 0.029849400743842125, 0.028482498601078987, 0.02270822785794735, 0.015729529783129692, 0.008962416090071201, 0.00861907098442316, 0.00861907098442316, 0.008485444821417332, 0.008033857680857182, 0.0075471107847988605, 0.0070346808061003685, 0.006818246096372604, 0.0052687325514853]","pku_round0_00126|1.00,0.00",,,,,,,,,,
pairwise,pku_round0_00126,"[0.0, 1.0]","[0.25, 0.75]",,,,,,,0.004651584662497044,0.004682058002799749,0.0011650025844573975,0.06233881786465645,0.4615917205810547,0,1.0,0.12363937497138977,0.04125697538256645,1.9881033897399902
pairwise,pku_round0_00126,"[0.0, 1.0]","[0.5, 0.5]",,,,,,,0.021056728437542915,0.021512966603040695,0.00528388936072588,0.13793960213661194,0.8720760345458984,0,0.9,0.24727874994277954,0.0825139582157135,3.9762070178985596
pairwise,pku_round0_00126,"[0.0, 1.0]","[0.75, 0.25]",,,,,,,0.043487612158060074,0.04435368999838829,0.010832457803189754,0.18438565731048584,1.2409210205078125,0,0.9,0.3709181547164917,0.12377092242240906,5.964310169219971
pairwise,pku_round0_00126,"[0.0, 1.0]","[1.0, 0.0]",,,,,,,0.08360685408115387,0.08555173128843307,0.0206352099776268,0.2490774542093277,1.5805416107177734,0,0.9,0.4945574998855591,0.1650279015302658,7.952414035797119
pairwise,pku_round0_00126,"[0.25, 0.75]","[0.5, 0.5]",,,,,,,0.0062035140581429005,0.006302318535745144,0.0015599776525050402,0.07892396301031113,0.46036624908447266,0,0.9,0.12363938242197037,0.04125697538256645,1.9881033897399902
pairwise,pku_round0_00126,"[0.25, 0.75]","[0.75, 0.25]",,,,,,,0.020327216014266014,0.020595666021108627,0.005084027070552111,0.1250566840171814,0.7893390655517578,0,0.9,0.24727876484394073,0.0825139507651329,3.9762067794799805
pairwise,pku_round0_00126,"[0.25, 0.75]","[1.0, 0.0]",,,,,,,0.04993095248937607,0.05068132281303406,0.01239994540810585,0.19037702679634094,1.1602087020874023,0,0.9,0.3709181547164917,0.12377092242240906,5.964310169219971
pairwise,pku_round0_00126,"[0.5, 0.5]","[0.75, 0.25]",,,,,,,0.004203333519399166,0.004189030732959509,0.0010477955220267177,0.055311720818281174,0.38056468963623047,0,0.95,0.12363938242197037,0.04125697538256645,1.9881033897399902
pairwise,pku_round0_00126,"[0.5, 0.5]","[1.0, 0.0]",,,,,,,0.021249359473586082,0.021199434995651245,0.005275864619761705,0.11903389543294907,0.741668701171875,0,0.95,0.24727874994277954,0.0825139507651329,3.9762070178985596
pairwise,pku_round0_00126,"[0.75, 0.25]","[1.0, 0.0]",,,,,,,0.006661770399659872,0.006668084301054478,0.0016633401392027736,0.06740124523639679,0.40211963653564453,0,1.0,0.12363937497138977,0.04125697538256645,1.9881035089492798
distribution,pku_round0_00146,"[0.0, 1.0]",,"[1.0, 0.0]",2.1562094688415527,306,"[306, 739, 9969, 21782, 349, 3529, 512, 1094, 29871, 1938, 910, 960, 2672, 2166, 1670, 2193, 315, 3725, 3579, 1334]","[0.359068363904953, 0.27530723810195923, 0.12027284502983093, 0.05013718083500862, 0.04673299193382263, 0.025408286601305008, 0.013600075617432594, 0.008989101275801659, 0.004887289833277464, 0.004346845205873251, 0.004020174965262413, 0.0036891198251396418, 0.0036604106426239014, 0.0036319252103567123, 0.003438637824729085, 0.0033853265922516584, 0.003358981804922223, 0.0032051627058535814, 0.002741520991548896, 0.002595619997009635]","pku_round0_00146|0.00,1.00",,,,,,,,,,
distribution,pku_round0_00146,"[0.25, 0.75]",,"[0.75, 0.25]",2.1229724884033203,306,"[306, 739, 9969, 21782, 349, 3529, 512, 1094, 29871, 910, 1938, 1670, 2193, 315, 960, 2166, 2672, 3725, 1334, 887]","[0.3715806305408478, 0.28048378229141235, 0.10898426175117493, 0.05188428610563278, 0.041690196841955185, 0.024700623005628586, 0.012915019877254963, 0.009902289137244225, 0.005218139849603176, 0.0040322658605873585, 0.004000886809080839, 0.003817672608420253, 0.00375848519615829, 0.0033690843265503645, 0.0032400167547166348, 0.0031897849403321743, 0.0031649619340896606, 0.0028593046590685844, 0.0027930689975619316, 0.0025036910083144903]","pku_round0_00146|0.25,0.75",,,,,,,,,,
distribution,pku_round0_00146,"[0.5, 0.5]",,"[0.5, 0.5]",2.1227340698242188,306,"[306, 739, 9969, 21782, 349, 3529, 512, 1094, 29871, 1670, 2193, 1938, 910, 315, 1334, 960, 2166, 2672, 887, 3725]","[0.37968364357948303, 0.27347585558891296, 0.11311452835798264, 0.049031518399715424, 0.037301212549209595, 0.023896055296063423, 0.012790633365511894, 0.011555373668670654, 0.005587813910096884, 0.004560640547424555, 0.00399343017488718, 0.003962353337556124, 0.003900922602042556, 0.0035796877928078175, 0.003310670144855976, 0.0032088113948702812, 0.0031590634025633335, 0.0028317661490291357, 0.0025383788160979748, 0.002403288846835494]","pku_round0_00146|0.50,0.50",,,,,,,,,,
distribution,pku_round0_00146,"[0.75, 0.25]",,"[0.25, 0.75]",2.0932350158691406,306,"[306, 739, 9969, 21782, 349, 3529, 1094, 512, 29871, 1670, 2193, 910, 315, 1938, 1334, 960, 2166, 2672, 887, 5806]","[0.400407999753952, 0.2667292356491089, 0.10692968964576721, 0.047449760138988495, 0.03261171281337738, 0.022066188976168633, 0.013073784299194813, 0.012091273441910744, 0.005939033813774586, 0.005365469958633184, 0.004379169084131718, 0.003804688109084964, 0.003602206241339445, 0.003602206241339445, 0.0034913779236376286, 0.002917155623435974, 0.00278356927447021, 0.0025743807200342417, 0.0025147453416138887, 0.0024184067733585835]","pku_round0_00146|0.75,0.25",,,,,,,,,,
distribution,pku_round0_00146,"[1.0, 0.0]",,"[0.0, 1.0]",2.100090742111206,306,"[306, 739, 9969, 21782, 349, 3529, 1094, 512, 1670, 29871, 2193, 910, 1334, 315, 1938, 5806, 960, 887, 2166, 518]","[0.4011891186237335, 0.26516982913017273, 0.10713827610015869, 0.047915201634168625, 0.030695630237460136, 0.02028857357800007, 0.014613310806453228, 0.012114860117435455, 0.006742935162037611, 0.006484617479145527, 0.004971928894519806, 0.0038721419405192137, 0.0036375406198203564, 0.0035811460111290216, 0.0034981886856257915, 0.0030871406197547913, 0.002945770276710391, 0.0026405714452266693, 0.002539412584155798, 0.002423124620690942]","pku_round0_00146|1.00,0.00",,,,,,,,,,
pairwise,pku_round0_00146,"[0.0, 1.0]","[0.25, 0.75]",,,,,,,0.0017005028203129768,0.0016643158160150051,0.0004203319549560547,0.05580456927418709,0.3329343795776367,0,0.95,0.12363937497138977,0.04125697538256645,1.9881033897399902
pairwise,pku_round0_00146,"[0.0, 1.0]","[0.5, 0.5]",,,,,,,0.004247603937983513,0.0041844192892313,0.0010509539861232042,0.13480234146118164,0.7726221084594727,0,0.95,0.24727874994277954,0.0825139582157135,3.9762070178985596
pairwise,pku_round0_00146,"[0.0, 1.0]","[0.75, 0.25]",,,,,,,0.011597390286624432,0.011389259248971939,0.0028558485209941864,0.20106999576091766,1.1695175170898438,0,0.9,0.3709181547164917,0.12377092242240906,5.964310169219971
pairwise,pku_round0_00146,"[0.0, 1.0]","[1.0, 0.0]",,,,,,,0.017699193209409714,0.017609814181923866,0.004357668571174145,0.2690572440624237,1.5933418273925781,0,0.85,0.4945574998855591,0.1650279015302658,7.952414035797119
pairwise,pku_round0_00146,"[0.25, 0.75]","[0.5, 0.5]",,,,,,,0.001344590913504362,0.0013487599790096283,0.00033634575083851814,0.0844428613781929,0.4454002380371094,0,1.0,0.12363938242197037,0.04125697538256645,1.9881033897399902
pairwise,pku_round0_00146,"[0.25, 0.75]","[0.75, 0.25]",,,,,,,0.005708728916943073,0.005694958381354809,0.001420922577381134,0.14963841438293457,0.8422956466674805,0,0.95,0.24727876484394073,0.0825139507651329,3.9762067794799805
pairwise,pku_round0_00146,"[0.25, 0.75]","[1.0, 0.0]",,,,,,,0.01033283956348896,0.010473264381289482,0.002578556537628174,0.21739989519119263,1.2661199569702148,0,0.9,0.3709181547164917,0.12377092242240906,5.964310169219971
pairwise,pku_round0_00146,"[0.5, 0.5]","[0.75, 0.25]",,,,,,,0.0019398123258724809,0.0019319703569635749,0.00048364116810262203,0.0682140588760376,0.3968954086303711,0,0.95,0.12363938242197037,0.04125697538256645,1.9881033897399902
pairwise,pku_round0_00146,"[0.5, 0.5]","[1.0, 0.0]",,,,,,,0.004798080772161484,0.004839936271309853,0.0012002296280115843,0.13618622720241547,0.8207197189331055,0,0.9,0.24727874994277954,0.0825139507651329,3.9762070178985596
pairwise,pku_round0_00146,"[0.75, 0.25]","[1.0, 0.0]",,,,,,,0.0009749731980264187,0.0009925799677148461,0.0002455695648677647,0.07000355422496796,0.4404258728027344,0,0.95,0.12363937497138977,0.04125697538256645,1.9881035089492798
distribution,pku_round0_00198,"[0.0, 1.0]",,"[1.0, 0.0]",3.6613831520080566,739,"[739, 5674, 1670, 315, 306, 6975, 29871, 2193, 11699, 3575, 887, 7198, 3118, 960, 1619, 2266, 18637, 3824, 1317, 3750]","[0.1596369594335556, 0.09025054425001144, 0.06300503015518188, 0.06059134751558304, 0.05918775126338005, 0.05431373417377472, 0.043302685022354126, 0.04164378345012665, 0.026060013100504875, 0.024290604516863823, 0.022290311753749847, 0.021436382085084915, 0.020615167915821075, 0.019671130925416946, 0.01862425170838833, 0.01643584482371807, 0.015319892205297947, 0.01351975742727518, 0.012700636871159077, 0.010863429866731167]","pku_round0_00198|0.00,1.00",,,,,,,,,,
distribution,pku_round0_00198,"[0.25, 0.75]",,"[0.75, 0.25]",3.6744842529296875,739,"[739, 5674, 1670, 306, 315, 6975, 29871, 2193, 11699, 3575, 887, 7198, 960, 3118, 1619, 2266, 18637, 3824, 1317, 3750]","[0.15261228382587433, 0.09402170032262802, 0.06615252792835236, 0.06166093423962593, 0.05747431144118309, 0.0519237145781517, 0.044761039316654205, 0.042378898710012436, 0.023958858102560043, 0.022861702367663383, 0.022861702367663383, 0.02114361710846424, 0.020653827115893364, 0.020493097603321075, 0.01955465041100979, 0.01822693832218647, 0.015469001606106758, 0.013758414424955845, 0.01195351779460907, 0.010883801616728306]","pku_round0_00198|0.25,0.75",,,,,,,,,,
distribution,pku_round0_00198,"[0.5, 0.5]",,"[0.5, 0.5]",3.699681520462036,739,"[739, 5674, 1670, 306, 315, 6975, 29871, 2193, 887, 11699, 960, 3575, 1619, 3118, 7198, 2266, 18637, 3824, 1317, 3750]","[0.14163410663604736, 0.09887653589248657, 0.06956833600997925, 0.06334269046783447, 0.05417987331748009, 0.051698796451091766, 0.047072287648916245, 0.04089711233973503, 0.02366943284869194, 0.02223537489771843, 0.02138355001807213, 0.021052028983831406, 0.02072564885020256, 0.02072564885020256, 0.020404325798153877, 0.01946994476020336, 0.014811952598392963, 0.014356236904859543, 0.011717218905687332, 0.011093639768660069]","pku_round0_00198|0.50,0.50",,,,,,,,,,
distribution,pku_round0_00198,"[0.75, 0.25]",,"[0.25, 0.75]",3.7027223110198975,739,"[739, 5674, 1670, 306, 315, 6975, 29871, 2193, 887, 960, 2266, 1619, 11699, 7198, 3118, 3575, 18637, 3824, 3750, 1317]","[0.13271817564964294, 0.10581214725971222, 0.0738687813282013, 0.06468167155981064, 0.05197318270802498, 0.050769224762916565, 0.047693271189928055, 0.04016176238656044, 0.024359339848160744, 0.021665645763278008, 0.021163761615753174, 0.021163761615753174, 0.020999062806367874, 0.02067350223660469, 0.02067350223660469, 0.019269824028015137, 0.014659708365797997, 0.014432431198656559, 0.011416993103921413, 0.01123998872935772]","pku_round0_00198|0.75,0.25",,,,,,,,,,
distribution,pku_round0_00198,"[1.0, 0.0]",,"[0.0, 1.0]",3.714245557785034,739,"[739, 5674, 1670, 306, 315, 29871, 6975, 2193, 887, 2266, 960, 1619, 3118, 11699, 7198, 3575, 3824, 18637, 3750, 1317]","[0.1267298460006714, 0.10671722888946533, 0.0774684026837349, 0.06730571389198303, 0.050017356872558594, 0.0496281199157238, 0.0496281199157238, 0.03895355761051178, 0.024186814203858376, 0.022721409797668457, 0.0223691463470459, 0.021512197330594063, 0.020527081564068794, 0.019740702584385872, 0.019434651359915733, 0.01840035803616047, 0.014901063404977322, 0.014218694530427456, 0.011514649726450443, 0.010901851579546928]","pku_round0_00198|1.00,0.00",,,,,,,,,,
pairwise,pku_round0_00198,"[0.0, 1.0]","[0.25, 0.75]",,,,,,,0.0010850736871361732,0.0010878480970859528,0.00027155171846970916,0.03662395849823952,0.20890522003173828,0,1.0,0.12363937497138977,0.04125697538256645,1.9881033897399902
pairwise,pku_round0_00198,"[0.0, 1.0]","[0.5, 0.5]",,,,,,,0.004393990617245436,0.00437773484736681,0.0010957508347928524,0.07821017503738403,0.42331409454345703,0,1.0,0.24727874994277954,0.0825139582157135,3.9762070178985596
pairwise,pku_round0_00198,"[0.0, 1.0]","[0.75, 0.25]",,,,,,,0.009627317078411579,0.009574159979820251,0.002396798226982355,0.10559837520122528,0.5457944869995117,0,1.0,0.3709181547164917,0.12377092242240906,5.964310169219971
pairwise,pku_round0_00198,"[0.0, 1.0]","[1.0, 0.0]",,,,,,,0.014961238019168377,0.014851277694106102,0.003718453925102949,0.13212646543979645,0.6636867523193359,0,1.0,0.4945574998855591,0.1650279015302658,7.952414035797119
pairwise,pku_round0_00198,"[0.25, 0.75]","[0.5, 0.5]",,,,,,,0.0013186046853661537,0.001312096370384097,0.000328768597682938,0.04523908719420433,0.21440887451171875,0,1.0,0.12363938242197037,0.04125697538256645,1.9881033897399902
pairwise,pku_round0_00198,"[0.25, 0.75]","[0.75, 0.25]",,,,,,,0.004624688997864723,0.004592718556523323,0.0011513896752148867,0.07207942754030228,0.34470176696777344,0,1.0,0.24727876484394073,0.0825139507651329,3.9762067794799805
pairwise,pku_round0_00198,"[0.25, 0.75]","[1.0, 0.0]",,,,,,,0.008454710245132446,0.008377202786505222,0.0021014432422816753,0.0986151248216629,0.48212623596191406,0,1.0,0.3709181547164917,0.12377092242240906,5.964310169219971
pairwise,pku_round0_00198,"[0.5, 0.5]","[0.75, 0.25]",,,,,,,0.001140539301559329,0.0011406827252358198,0.0002850903256330639,0.03163895010948181,0.1802539825439453,0,1.0,0.12363938242197037,0.04125697538256645,1.9881033897399902
pairwise,pku_round0_00198,"[0.5, 0.5]","[1.0, 0.0]",,,,,,,0.0032387375831604004,0.0032308432273566723,0.0008082714048214257,0.05767393112182617,0.3067798614501953,0,1.0,0.24727874994277954,0.0825139507651329,3.9762070178985596
pairwise,pku_round0_00198,"[0.75, 0.25]","[1.0, 0.0]",,,,,,,0.000713961897417903,0.0007137776119634509,0.0001784410560503602,0.029329216107726097,0.16867446899414062,0,1.0,0.12363937497138977,0.04125697538256645,1.9881035089492798
distribution,pku_round0_00203,"[0.0, 1.0]",,"[1.0, 0.0]",2.2617454528808594,739,"[739, 1094, 306, 8037, 5806, 1670, 2193, 5674, 450, 29871, 12317, 313, 3869, 910, 1939, 7569, 18637, 1763, 315, 15043]","[0.4652118682861328, 0.11947628855705261, 0.08147574961185455, 0.06860946118831635, 0.06345337629318237, 0.04570375382900238, 0.03165806457400322, 0.014954207465052605, 0.007063867524266243, 0.00599502632394433, 0.005373906809836626, 0.00520856911316514, 0.004970051348209381, 0.0036646861117333174, 0.002967753214761615, 0.002660276833921671, 0.002499098889529705, 0.00224017770960927, 0.0020080823451280594, 0.0019615651108324528]","pku_round0_00203|0.00,1.00",,,,,,,,,,
distribution,pku_round0_00203,"[0.25, 0.75]",,"[0.75, 0.25]",2.3077657222747803,739,"[739, 1094, 306, 8037, 5806, 1670, 2193, 5674, 450, 29871, 3869, 12317, 313, 910, 1939, 18637, 1763, 7569, 315, 15043]","[0.4490591585636139, 0.11532793939113617, 0.08503749221563339, 0.07217038422822952, 0.06418966501951218, 0.05198237672448158, 0.033301159739494324, 0.01727641373872757, 0.007201881147921085, 0.006355637684464455, 0.005878004245460033, 0.00556518230587244, 0.005146952345967293, 0.0037362866569310427, 0.0026702035684138536, 0.0025880502071231604, 0.002319913124665618, 0.002248537028208375, 0.0021455688402056694, 0.002095866948366165]","pku_round0_00203|0.25,0.75",,,,,,,,,,
distribution,pku_round0_00203,"[0.5, 0.5]",,"[0.5, 0.5]",2.343120813369751,739,"[739, 1094, 306, 8037, 5806, 1670, 2193, 5674, 450, 29871, 3869, 12317, 313, 910, 1939, 18637, 1763, 315, 3824, 15043]","[0.4410876929759979, 0.11152444779872894, 0.08287792652845383, 0.07371315360069275, 0.06354471296072006, 0.05876925215125084, 0.034279800951480865, 0.019532041624188423, 0.007413526996970177, 0.006750093307346106, 0.0062917787581682205, 0.005728729534894228, 0.00513519998639822, 0.003906654193997383, 0.0025026965886354446, 0.0025026965886354446, 0.0024638958275318146, 0.0022609978914260864, 0.0020910813473165035, 0.0020910813473165035]","pku_round0_00203|0.50,0.50",,,,,,,,,,
distribution,pku_round0_00203,"[0.75, 0.25]",,"[0.25, 0.75]",2.387991428375244,739,"[739, 1094, 306, 8037, 1670, 5806, 2193, 5674, 450, 29871, 3869, 12317, 313, 910, 1763, 18637, 1939, 315, 3824, 1976]","[0.4248669147491455, 0.10911483317613602, 0.08301018923521042, 0.0755816325545311, 0.06670056283473969, 0.06515543907880783, 0.03654889017343521, 0.021995509043335915, 0.0077817076817154884, 0.007085325662046671, 0.0069754780270159245, 0.005873941350728273, 0.004756862763315439, 0.004100671969354153, 0.0025862613692879677, 0.0025461651384830475, 0.0023183096200227737, 0.002282367553561926, 0.0022469828836619854, 0.002229496603831649]","pku_round0_00203|0.75,0.25",,,,,,,,,,
distribution,pku_round0_00203,"[1.0, 0.0]",,"[0.0, 1.0]",2.4167568683624268,739,"[739, 1094, 306, 8037, 1670, 5806, 2193, 5674, 450, 3869, 29871, 12317, 313, 910, 1763, 18637, 1976, 3824, 315, 15043]","[0.41486555337905884, 0.10738193988800049, 0.08297833055257797, 0.07795092463493347, 0.07265825569629669, 0.06412068009376526, 0.03625054657459259, 0.02414807118475437, 0.008152030408382416, 0.007778721395879984, 0.007539395242929459, 0.0060109300538897514, 0.004537288099527359, 0.004131247755140066, 0.002730587963014841, 0.0025057285092771053, 0.00248622871004045, 0.002466880716383457, 0.0024286352563649416, 0.0022637369111180305]","pku_round0_00203|1.00,0.00",,,,,,,,,,
pairwise,pku_round0_00203,"[0.0, 1.0]","[0.25, 0.75]",,,,,,,0.0014367903349921107,0.0014657257124781609,0.000362663617124781,0.04006464406847954,0.2433462142944336,0,1.0,0.12363937497138977,0.04125697538256645,1.9881033897399902
pairwise,pku_round0_00203,"[0.0, 1.0]","[0.5, 0.5]",,,,,,,0.004216241184622049,0.004424333106726408,0.0010780616430565715,0.0716085210442543,0.4701881408691406,0,0.95,0.24727874994277954,0.0825139582157135,3.9762070178985596
pairwise,pku_round0_00203,"[0.0, 1.0]","[0.75, 0.25]",,,,,,,0.010040524415671825,0.010745758190751076,0.002587725408375263,0.1067863181233406,0.6905336380004883,0,0.9,0.3709181547164917,0.12377092242240906,5.964310169219971
pairwise,pku_round0_00203,"[0.0, 1.0]","[1.0, 0.0]",,,,,,,0.015884632244706154,0.01727856881916523,0.004118695389479399,0.13708843290805817,0.9010868072509766,0,0.9,0.4945574998855591,0.1650279015302658,7.952414035797119
pairwise,pku_round0_00203,"[0.25, 0.75]","[0.5, 0.5]",,,,,,,0.0009117727167904377,0.0009372516069561243,0.00023102175327949226,0.04772993549704552,0.2447834014892578,0,0.95,0.12363938242197037,0.04125697538256645,1.9881033897399902
pairwise,pku_round0_00203,"[0.25, 0.75]","[0.75, 0.25]",,,,,,,0.004223880358040333,0.004433409310877323,0.0010802415199577808,0.0802788957953453,0.47416114807128906,0,0.9,0.24727876484394073,0.0825139507651329,3.9762067794799805
pairwise,pku_round0_00203,"[0.25, 0.75]","[1.0, 0.0]",,,,,,,0.008282512426376343,0.008833902888000011,0.002132183639332652,0.10712598264217377,0.6629877090454102,0,0.9,0.3709181547164917,0.12377092242240906,5.964310169219971
pairwise,pku_round0_00203,"[0.5, 0.5]","[0.75, 0.25]",,,,,,,0.0013646184233948588,0.0013898134930059314,0.00034412078093737364,0.03883281722664833,0.22937774658203125,0,0.95,0.12363938242197037,0.04125697538256645,1.9881033897399902
pairwise,pku_round0_00203,"[0.5, 0.5]","[1.0, 0.0]",,,,,,,0.0039849537424743176,0.004125171806663275,0.0010122766252607107,0.06801202148199081,0.43433570861816406,0,0.95,0.24727874994277954,0.0825139507651329,3.9762070178985596
pairwise,pku_round0_00203,"[0.75, 0.25]","[1.0, 0.0]",,,,,,,0.0007968685240484774,0.0008091466152109206,0.0002006809663726017,0.03594648838043213,0.24647808074951172,0,0.95,0.12363937497138977,0.04125697538256645,1.9881035089492798
distribution,pku_round0_00209,"[0.0, 1.0]",,"[1.0, 0.0]",2.524796485900879,1670,"[1670, 2266, 3118, 1763, 2522, 5674, 29871, 6573, 7027, 3834, 887, 18585, 1152, 306, 317, 960, 319, 13, 3750, 6975]","[0.3036976456642151, 0.29666250944137573, 0.056178417056798935, 0.04142336547374725, 0.036271512508392334, 0.030070139095187187, 0.029603945091366768, 0.028469836339354515, 0.0143155287951231, 0.013983910903334618, 0.012933002784848213, 0.011148945428431034, 0.009916077367961407, 0.008958429098129272, 0.0051043592393398285, 0.004986116662621498, 0.004757785703986883, 0.004647572059184313, 0.003763718530535698, 0.0033475204836577177]","pku_round0_00209|0.00,1.00",,,,,,,,,,
distribution,pku_round0_00209,"[0.25, 0.75]",,"[0.75, 0.25]",2.5403122901916504,2266,"[2266, 1670, 3118, 1763, 29871, 5674, 2522, 6573, 7027, 3834, 887, 18585, 1152, 306, 319, 960, 317, 13, 3750, 6975]","[0.30244752764701843, 0.2931421995162964, 0.05682820454239845, 0.04157640412449837, 0.03446804732084274, 0.032127752900123596, 0.031383514404296875, 0.02748032473027706, 0.018305841833353043, 0.01318520400673151, 0.012386352755129337, 0.01101665012538433, 0.010188736021518707, 0.008513007313013077, 0.005083349067717791, 0.005083349067717791, 0.004556684289127588, 0.004247297067195177, 0.0037190574221313, 0.0033598884474486113]","pku_round0_00209|0.25,0.75",,,,,,,,,,
distribution,pku_round0_00209,"[0.5, 0.5]",,"[0.5, 0.5]",2.5739223957061768,2266,"[2266, 1670, 3118, 1763, 29871, 5674, 2522, 6573, 7027, 3834, 887, 18585, 1152, 306, 319, 960, 317, 13, 3750, 6975]","[0.3027353286743164, 0.2821803689002991, 0.05777805671095848, 0.04161597415804863, 0.04033558443188667, 0.032410550862550735, 0.02837962843477726, 0.026869291439652443, 0.023527538403868675, 0.013301263563334942, 0.012593383900821209, 0.01035903487354517, 0.010119067505002022, 0.008587941527366638, 0.005544791929423809, 0.005088186822831631, 0.0043182880617678165, 0.0043182880617678165, 0.003552126931026578, 0.0033630861435085535]","pku_round0_00209|0.50,0.50",,,,,,,,,,
distribution,pku_round0_00209,"[0.75, 0.25]",,"[0.25, 0.75]",2.6107587814331055,2266,"[2266, 1670, 3118, 29871, 1763, 5674, 7027, 2522, 6573, 3834, 887, 1152, 18585, 306, 319, 960, 317, 13, 3750, 6975]","[0.2997179627418518, 0.27289631962776184, 0.0604175366461277, 0.04454909637570381, 0.0425090454518795, 0.03259281814098358, 0.028317129239439964, 0.026189062744379044, 0.02598525770008564, 0.013168691657483578, 0.012370840646326542, 0.0101759759709239, 0.010096785612404346, 0.00898026768118143, 0.005708205047994852, 0.0051973797380924225, 0.00414371257647872, 0.004079470410943031, 0.0033556807320564985, 0.003329566679894924]","pku_round0_00209|0.75,0.25",,,,,,,,,,
distribution,pku_round0_00209,"[1.0, 0.0]",,"[0.0, 1.0]",2.6286137104034424,2266,"[2266, 1670, 3118, 29871, 1763, 5674, 7027, 6573, 2522, 3834, 887, 1152, 18585, 306, 319, 960, 317, 13, 3750, 6975]","[0.2963983118534088, 0.2719903588294983, 0.05974835529923439, 0.04689702391624451, 0.0407448373734951, 0.034579694271087646, 0.03173211216926575, 0.02471299283206463, 0.02452067658305168, 0.013022832572460175, 0.012329770252108574, 0.010546211153268814, 0.009306998923420906, 0.009234570898115635, 0.00600905017927289, 0.005099814385175705, 0.003940831404179335, 0.0038797343149781227, 0.003292687702924013, 0.0031913823913782835]","pku_round0_00209|1.00,0.00",,,,,,,,,,
pairwise,pku_round0_00209,"[0.0, 1.0]","[0.25, 0.75]",,,,,,,0.0019359071739017963,0.001975900959223509,0.0004884314257651567,0.048564765602350235,0.30588245391845703,1,1.0,0.12363937497138977,0.04125697538256645,1.9881033897399902
pairwise,pku_round0_00209,"[0.0, 1.0]","[0.5, 0.5]",,,,,,,0.006831292994320393,0.007294537499547005,0.0017570632044225931,0.08637294918298721,0.528564453125,1,1.0,0.24727874994277954,0.0825139582157135,3.9762070178985596
pairwise,pku_round0_00209,"[0.0, 1.0]","[0.75, 0.25]",,,,,,,0.013165921904146671,0.014510197564959526,0.003427246119827032,0.12769870460033417,0.7324285507202148,1,1.0,0.3709181547164917,0.12377092242240906,5.964310169219971
pairwise,pku_round0_00209,"[0.0, 1.0]","[1.0, 0.0]",,,,,,,0.01828475296497345,0.02056707628071308,0.004793465603142977,0.1605088710784912,0.9130001068115234,1,1.0,0.4945574998855591,0.1650279015302658,7.952414035797119
pairwise,pku_round0_00209,"[0.25, 0.75]","[0.5, 0.5]",,,,,,,0.0017158910632133484,0.0017898958176374435,0.00043758994434028864,0.045295726507902145,0.25100231170654297,0,1.0,0.12363938242197037,0.04125697538256645,1.9881033897399902
pairwise,pku_round0_00209,"[0.25, 0.75]","[0.75, 0.25]",,,,,,,0.005569574423134327,0.00598392728716135,0.0014384686946868896,0.08836937695741653,0.4850730895996094,0,1.0,0.24727876484394073,0.0825139507651329,3.9762067794799805
pairwise,pku_round0_00209,"[0.25, 0.75]","[1.0, 0.0]",,,,,,,0.00913252029567957,0.010009048506617546,0.0023771452251821756,0.12198663502931595,0.6878032684326172,0,1.0,0.3709181547164917,0.12377092242240906,5.964310169219971
pairwise,pku_round0_00209,"[0.5, 0.5]","[0.75, 0.25]",,,,,,,0.0012406003661453724,0.0012777848169207573,0.00031451601535081863,0.046374231576919556,0.25951385498046875,0,1.0,0.12363938242197037,0.04125697538256645,1.9881033897399902
pairwise,pku_round0_00209,"[0.5, 0.5]","[1.0, 0.0]",,,,,,,0.003277741838246584,0.0034441137686371803,0.0008385523688048124,0.08027755469083786,0.44857215881347656,0,1.0,0.24727874994277954,0.0825139507651329,3.9762070178985596
pairwise,pku_round0_00209,"[0.75, 0.25]","[1.0, 0.0]",,,,,,,0.0006793220527470112,0.0006895917467772961,0.00017101800767704844,0.036885980516672134,0.2027301788330078,0,1.0,0.12363937497138977,0.04125697538256645,1.9881035089492798
