state_id,prompt_id,epsilon,max_utility,oracle_set,oracle_set_size,unique_oracle,w1_in_oracle_set,w0_in_oracle_set,is_actionable
f60_a1_p00_s00,pku_round0_00058,1e-08,0.6149859197138573,"[0.5, 0.75, 1.0]",3,False,True,False,True
f60_a1_p00_s00,pku_round0_00058,1e-06,0.6149859197138573,"[0.5, 0.75, 1.0]",3,False,True,False,True
f60_a1_p00_s00,pku_round0_00058,0.0001,0.6149859197138573,"[0.5, 0.75, 1.0]",3,False,True,False,True
f60_a1_p00_s00,pku_round0_00058,0.001,0.6149859197138573,"[0.5, 0.75, 1.0]",3,False,True,False,True
f60_a1_p00_s01,pku_round0_00058,1e-08,0.4748389354621051,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p00_s01,pku_round0_00058,1e-06,0.4748389354621051,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p00_s01,pku_round0_00058,0.0001,0.4748389354621051,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p00_s01,pku_round0_00058,0.001,0.4748389354621051,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p00_s02,pku_round0_00058,1e-08,0.726305689968113,"[0.25, 0.5, 0.75, 1.0]",4,False,True,False,True
f60_a1_p00_s02,pku_round0_00058,1e-06,0.726305689968113,"[0.25, 0.5, 0.75, 1.0]",4,False,True,False,True
f60_a1_p00_s02,pku_round0_00058,0.0001,0.726305689968113,"[0.25, 0.5, 0.75, 1.0]",4,False,True,False,True
f60_a1_p00_s02,pku_round0_00058,0.001,0.726305689968113,"[0.25, 0.5, 0.75, 1.0]",4,False,True,False,True
f60_a1_p00_s03,pku_round0_00058,1e-08,0.7246114629075004,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p00_s03,pku_round0_00058,1e-06,0.7246114629075004,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p00_s03,pku_round0_00058,0.0001,0.7246114629075004,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p00_s03,pku_round0_00058,0.001,0.7246114629075004,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p00_s04,pku_round0_00058,1e-08,0.7554307487486527,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p00_s04,pku_round0_00058,1e-06,0.7554307487486527,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p00_s04,pku_round0_00058,0.0001,0.7554307487486527,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p00_s04,pku_round0_00058,0.001,0.7554307487486527,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p01_s00,pku_round0_00094,1e-08,0.5779488321616872,"[0.25, 0.5, 0.75, 1.0]",4,False,True,False,True
f60_a1_p01_s00,pku_round0_00094,1e-06,0.5779488321616872,"[0.25, 0.5, 0.75, 1.0]",4,False,True,False,True
f60_a1_p01_s00,pku_round0_00094,0.0001,0.5779488321616872,"[0.25, 0.5, 0.75, 1.0]",4,False,True,False,True
f60_a1_p01_s00,pku_round0_00094,0.001,0.5779488321616872,"[0.25, 0.5, 0.75, 1.0]",4,False,True,False,True
f60_a1_p01_s01,pku_round0_00094,1e-08,0.5955633488714004,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p01_s01,pku_round0_00094,1e-06,0.5955633488714004,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p01_s01,pku_round0_00094,0.0001,0.5955633488714004,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p01_s01,pku_round0_00094,0.001,0.5955633488714004,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p01_s02,pku_round0_00094,1e-08,0.5459723052523276,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p01_s02,pku_round0_00094,1e-06,0.5459723052523276,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p01_s02,pku_round0_00094,0.0001,0.5459723052523276,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p01_s02,pku_round0_00094,0.001,0.5459723052523276,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p01_s03,pku_round0_00094,1e-08,0.557044209671901,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p01_s03,pku_round0_00094,1e-06,0.557044209671901,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p01_s03,pku_round0_00094,0.0001,0.557044209671901,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p01_s03,pku_round0_00094,0.001,0.557044209671901,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p01_s04,pku_round0_00094,1e-08,0.4442750759304589,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p01_s04,pku_round0_00094,1e-06,0.4442750759304589,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p01_s04,pku_round0_00094,0.0001,0.4442750759304589,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p01_s04,pku_round0_00094,0.001,0.4442750759304589,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p02_s00,pku_round0_00115,1e-08,0.6067662116317051,"[0.0, 0.25]",2,False,False,True,True
f60_a1_p02_s00,pku_round0_00115,1e-06,0.6067662116317051,"[0.0, 0.25]",2,False,False,True,True
f60_a1_p02_s00,pku_round0_00115,0.0001,0.6067662116317051,"[0.0, 0.25]",2,False,False,True,True
f60_a1_p02_s00,pku_round0_00115,0.001,0.6067662116317051,"[0.0, 0.25]",2,False,False,True,True
f60_a1_p02_s01,pku_round0_00115,1e-08,0.6181553109239726,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p02_s01,pku_round0_00115,1e-06,0.6181553109239726,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p02_s01,pku_round0_00115,0.0001,0.6181553109239726,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p02_s01,pku_round0_00115,0.001,0.6181553109239726,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p02_s02,pku_round0_00115,1e-08,0.5758202171132316,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p02_s02,pku_round0_00115,1e-06,0.5758202171132316,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p02_s02,pku_round0_00115,0.0001,0.5758202171132316,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p02_s02,pku_round0_00115,0.001,0.5758202171132316,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p02_s03,pku_round0_00115,1e-08,0.5367000642831294,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p02_s03,pku_round0_00115,1e-06,0.5367000642831294,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p02_s03,pku_round0_00115,0.0001,0.5367000642831294,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p02_s03,pku_round0_00115,0.001,0.5367000642831294,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p02_s04,pku_round0_00115,1e-08,0.5783821156240401,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p02_s04,pku_round0_00115,1e-06,0.5783821156240401,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p02_s04,pku_round0_00115,0.0001,0.5783821156240401,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p02_s04,pku_round0_00115,0.001,0.5783821156240401,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p03_s00,pku_round0_00123,1e-08,0.550980792731089,"[0.25, 0.5, 0.75, 1.0]",4,False,True,False,True
f60_a1_p03_s00,pku_round0_00123,1e-06,0.550980792731089,"[0.25, 0.5, 0.75, 1.0]",4,False,True,False,True
f60_a1_p03_s00,pku_round0_00123,0.0001,0.550980792731089,"[0.25, 0.5, 0.75, 1.0]",4,False,True,False,True
f60_a1_p03_s00,pku_round0_00123,0.001,0.550980792731089,"[0.25, 0.5, 0.75, 1.0]",4,False,True,False,True
f60_a1_p03_s01,pku_round0_00123,1e-08,0.6100273810221079,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p03_s01,pku_round0_00123,1e-06,0.6100273810221079,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p03_s01,pku_round0_00123,0.0001,0.6100273810221079,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p03_s01,pku_round0_00123,0.001,0.6100273810221079,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p03_s02,pku_round0_00123,1e-08,0.610225259121625,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p03_s02,pku_round0_00123,1e-06,0.610225259121625,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p03_s02,pku_round0_00123,0.0001,0.610225259121625,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p03_s02,pku_round0_00123,0.001,0.610225259121625,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p03_s03,pku_round0_00123,1e-08,0.6764693881874251,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p03_s03,pku_round0_00123,1e-06,0.6764693881874251,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p03_s03,pku_round0_00123,0.0001,0.6764693881874251,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p03_s03,pku_round0_00123,0.001,0.6764693881874251,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p03_s04,pku_round0_00123,1e-08,0.7059234648735251,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p03_s04,pku_round0_00123,1e-06,0.7059234648735251,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p03_s04,pku_round0_00123,0.0001,0.7059234648735251,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p03_s04,pku_round0_00123,0.001,0.7059234648735251,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p04_s00,pku_round0_00126,1e-08,0.6156413372307021,"[0.25, 0.5, 0.75, 1.0]",4,False,True,False,True
f60_a1_p04_s00,pku_round0_00126,1e-06,0.6156413372307021,"[0.25, 0.5, 0.75, 1.0]",4,False,True,False,True
f60_a1_p04_s00,pku_round0_00126,0.0001,0.6156413372307021,"[0.25, 0.5, 0.75, 1.0]",4,False,True,False,True
f60_a1_p04_s00,pku_round0_00126,0.001,0.6156413372307021,"[0.25, 0.5, 0.75, 1.0]",4,False,True,False,True
f60_a1_p04_s01,pku_round0_00126,1e-08,0.5868772123419465,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p04_s01,pku_round0_00126,1e-06,0.5868772123419465,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p04_s01,pku_round0_00126,0.0001,0.5868772123419465,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p04_s01,pku_round0_00126,0.001,0.5868772123419465,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p04_s02,pku_round0_00126,1e-08,0.5203722665946435,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p04_s02,pku_round0_00126,1e-06,0.5203722665946435,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p04_s02,pku_round0_00126,0.0001,0.5203722665946435,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p04_s02,pku_round0_00126,0.001,0.5203722665946435,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p04_s03,pku_round0_00126,1e-08,0.598822574440742,[0.0],1,True,False,True,True
f60_a1_p04_s03,pku_round0_00126,1e-06,0.598822574440742,[0.0],1,True,False,True,True
f60_a1_p04_s03,pku_round0_00126,0.0001,0.598822574440742,[0.0],1,True,False,True,True
f60_a1_p04_s03,pku_round0_00126,0.001,0.598822574440742,[0.0],1,True,False,True,True
f60_a1_p04_s04,pku_round0_00126,1e-08,0.6124621831402908,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p04_s04,pku_round0_00126,1e-06,0.6124621831402908,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p04_s04,pku_round0_00126,0.0001,0.6124621831402908,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p04_s04,pku_round0_00126,0.001,0.6124621831402908,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p05_s00,pku_round0_00146,1e-08,0.5549046324141407,[0.0],1,True,False,True,True
f60_a1_p05_s00,pku_round0_00146,1e-06,0.5549046324141407,[0.0],1,True,False,True,True
f60_a1_p05_s00,pku_round0_00146,0.0001,0.5549046324141407,[0.0],1,True,False,True,True
f60_a1_p05_s00,pku_round0_00146,0.001,0.5549046324141407,[0.0],1,True,False,True,True
f60_a1_p05_s01,pku_round0_00146,1e-08,0.30834949788812144,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p05_s01,pku_round0_00146,1e-06,0.30834949788812144,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p05_s01,pku_round0_00146,0.0001,0.30834949788812144,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p05_s01,pku_round0_00146,0.001,0.30834949788812144,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p05_s02,pku_round0_00146,1e-08,0.48310568275355315,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p05_s02,pku_round0_00146,1e-06,0.48310568275355315,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p05_s02,pku_round0_00146,0.0001,0.48310568275355315,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p05_s02,pku_round0_00146,0.001,0.48310568275355315,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p05_s03,pku_round0_00146,1e-08,0.4905615512738314,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p05_s03,pku_round0_00146,1e-06,0.4905615512738314,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p05_s03,pku_round0_00146,0.0001,0.4905615512738314,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p05_s03,pku_round0_00146,0.001,0.4905615512738314,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p05_s04,pku_round0_00146,1e-08,0.48903166798413783,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p05_s04,pku_round0_00146,1e-06,0.48903166798413783,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p05_s04,pku_round0_00146,0.0001,0.48903166798413783,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p05_s04,pku_round0_00146,0.001,0.48903166798413783,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p06_s00,pku_round0_00198,1e-08,0.6373505502036684,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p06_s00,pku_round0_00198,1e-06,0.6373505502036684,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p06_s00,pku_round0_00198,0.0001,0.6373505502036684,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p06_s00,pku_round0_00198,0.001,0.6373505502036684,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p06_s01,pku_round0_00198,1e-08,0.38510467876976445,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p06_s01,pku_round0_00198,1e-06,0.38510467876976445,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p06_s01,pku_round0_00198,0.0001,0.38510467876976445,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p06_s01,pku_round0_00198,0.001,0.38510467876976445,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p06_s02,pku_round0_00198,1e-08,0.5687473655718279,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p06_s02,pku_round0_00198,1e-06,0.5687473655718279,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p06_s02,pku_round0_00198,0.0001,0.5687473655718279,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p06_s02,pku_round0_00198,0.001,0.5687473655718279,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p06_s03,pku_round0_00198,1e-08,0.5863535432515469,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p06_s03,pku_round0_00198,1e-06,0.5863535432515469,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p06_s03,pku_round0_00198,0.0001,0.5863535432515469,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p06_s03,pku_round0_00198,0.001,0.5863535432515469,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p06_s04,pku_round0_00198,1e-08,0.44669488789519773,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p06_s04,pku_round0_00198,1e-06,0.44669488789519773,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p06_s04,pku_round0_00198,0.0001,0.44669488789519773,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p06_s04,pku_round0_00198,0.001,0.44669488789519773,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p07_s00,pku_round0_00203,1e-08,0.48154180645477607,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p07_s00,pku_round0_00203,1e-06,0.48154180645477607,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p07_s00,pku_round0_00203,0.0001,0.48154180645477607,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p07_s00,pku_round0_00203,0.001,0.48154180645477607,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p07_s01,pku_round0_00203,1e-08,0.5939099593938874,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p07_s01,pku_round0_00203,1e-06,0.5939099593938874,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p07_s01,pku_round0_00203,0.0001,0.5939099593938874,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p07_s01,pku_round0_00203,0.001,0.5939099593938874,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p07_s02,pku_round0_00203,1e-08,0.6222765999231059,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p07_s02,pku_round0_00203,1e-06,0.6222765999231059,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p07_s02,pku_round0_00203,0.0001,0.6222765999231059,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p07_s02,pku_round0_00203,0.001,0.6222765999231059,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p07_s03,pku_round0_00203,1e-08,0.5750735283600982,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p07_s03,pku_round0_00203,1e-06,0.5750735283600982,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p07_s03,pku_round0_00203,0.0001,0.5750735283600982,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p07_s03,pku_round0_00203,0.001,0.5750735283600982,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p07_s04,pku_round0_00203,1e-08,0.5416163126859344,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p07_s04,pku_round0_00203,1e-06,0.5416163126859344,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p07_s04,pku_round0_00203,0.0001,0.5416163126859344,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p07_s04,pku_round0_00203,0.001,0.5416163126859344,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p08_s00,pku_round0_00209,1e-08,0.4132028803976724,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p08_s00,pku_round0_00209,1e-06,0.4132028803976724,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p08_s00,pku_round0_00209,0.0001,0.4132028803976724,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p08_s00,pku_round0_00209,0.001,0.4132028803976724,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p08_s01,pku_round0_00209,1e-08,0.6456884461083313,[1.0],1,True,True,False,True
f60_a1_p08_s01,pku_round0_00209,1e-06,0.6456884461083313,[1.0],1,True,True,False,True
f60_a1_p08_s01,pku_round0_00209,0.0001,0.6456884461083313,[1.0],1,True,True,False,True
f60_a1_p08_s01,pku_round0_00209,0.001,0.6456884461083313,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,True
f60_a1_p08_s02,pku_round0_00209,1e-08,0.5633886558357731,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p08_s02,pku_round0_00209,1e-06,0.5633886558357731,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p08_s02,pku_round0_00209,0.0001,0.5633886558357731,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p08_s02,pku_round0_00209,0.001,0.5633886558357731,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p08_s03,pku_round0_00209,1e-08,0.6393874835037002,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p08_s03,pku_round0_00209,1e-06,0.6393874835037002,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p08_s03,pku_round0_00209,0.0001,0.6393874835037002,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p08_s03,pku_round0_00209,0.001,0.6393874835037002,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p08_s04,pku_round0_00209,1e-08,0.55184722866918,[0.0],1,True,False,True,True
f60_a1_p08_s04,pku_round0_00209,1e-06,0.55184722866918,[0.0],1,True,False,True,True
f60_a1_p08_s04,pku_round0_00209,0.0001,0.55184722866918,[0.0],1,True,False,True,True
f60_a1_p08_s04,pku_round0_00209,0.001,0.55184722866918,[0.0],1,True,False,True,True
f60_a1_p09_s00,pku_round0_00217,1e-08,0.5884317774728649,[0.0],1,True,False,True,True
f60_a1_p09_s00,pku_round0_00217,1e-06,0.5884317774728649,[0.0],1,True,False,True,True
f60_a1_p09_s00,pku_round0_00217,0.0001,0.5884317774728649,[0.0],1,True,False,True,True
f60_a1_p09_s00,pku_round0_00217,0.001,0.5884317774728649,[0.0],1,True,False,True,True
f60_a1_p09_s01,pku_round0_00217,1e-08,0.633774630551756,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p09_s01,pku_round0_00217,1e-06,0.633774630551756,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p09_s01,pku_round0_00217,0.0001,0.633774630551756,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p09_s01,pku_round0_00217,0.001,0.633774630551756,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p09_s02,pku_round0_00217,1e-08,0.6808413061800291,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p09_s02,pku_round0_00217,1e-06,0.6808413061800291,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p09_s02,pku_round0_00217,0.0001,0.6808413061800291,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p09_s02,pku_round0_00217,0.001,0.6808413061800291,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p09_s03,pku_round0_00217,1e-08,0.6958522702970944,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p09_s03,pku_round0_00217,1e-06,0.6958522702970944,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p09_s03,pku_round0_00217,0.0001,0.6958522702970944,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p09_s03,pku_round0_00217,0.001,0.6958522702970944,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p09_s04,pku_round0_00217,1e-08,0.7400547402047332,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p09_s04,pku_round0_00217,1e-06,0.7400547402047332,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p09_s04,pku_round0_00217,0.0001,0.7400547402047332,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a1_p09_s04,pku_round0_00217,0.001,0.7400547402047332,"[0.0, 0.25, 0.5, 0.75, 1.0]",5,False,True,True,False
f60_a2_p00_s00,pku_round0_00058,1e-08,0.6101651983405186,"[0.5, 0.75, 1.0]",3,False,True,False,True
f60_a2_p00_s00,pku_round0_00058,1e-06,0.6101651983405186,"[0.5, 0.75, 1.0]",3,False,True,False,True
f60_a2_p00_s00,pku_round0_00058,0.0001,0.6101651983405186,"[0.5, 0.75, 1.0]",3,False,True,False,True
